Make,Model,AverageCityMPG,AverageHighwayMPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHRYSLER,Pacifica,17,25,20,4,No,450
CHRYSLER,Pacifica,29,30,30,10,Yes,119
CHRYSLER,Pacifica,29,30,30,10,Yes,119
CHRYSLER,Voyager,19,28,22,5,No,401
CHRYSLER,Voyager,19,28,22,5,No,401
CRUISE,AV,64,68,66,10,Elite,0
CRUISE,AV,64,68,66,10,Elite,0
DODGE,Challenger,19,30,23,5,No,389
DODGE,Challenger,19,30,23,5,No,389
DODGE,Challenger,18,27,21,4,No,415
DODGE,Challenger,18,27,21,4,No,415
DODGE,Challenger,16,25,19,4,No,466
DODGE,Challenger,16,25,19,4,No,466
DODGE,Challenger,15,23,18,4,No,494
DODGE,Challenger,15,23,18,4,No,494
DODGE,Challenger,15,24,18,4,No,495
DODGE,Challenger,15,24,18,4,No,495
DODGE,Challenger,14,23,17,3,No,523
DODGE,Challenger,14,23,17,3,No,523
DODGE,Challenger,13,22,16,3,No,546
DODGE,Challenger,13,22,16,3,No,546
DODGE,Challenger,13,21,15,2,No,572
DODGE,Challenger,13,21,15,2,No,572
DODGE,Challenger,15,24,18,4,No,495
DODGE,Challenger,15,24,18,4,No,495
DODGE,Challenger,14,23,17,3,No,523
DODGE,Challenger,14,23,17,3,No,523
DODGE,Charger,19,30,23,5,No,389
DODGE,Charger,19,30,23,5,No,389
DODGE,Charger,18,27,21,4,No,415
DODGE,Charger,18,27,21,4,No,415
DODGE,Charger,16,25,19,4,No,466
DODGE,Charger,16,25,19,4,No,466
DODGE,Charger,15,24,18,4,No,495
DODGE,Charger,15,24,18,4,No,495
DODGE,Charger,12,21,15,2,No,592
DODGE,Charger,12,21,15,2,No,592
DODGE,Charger,15,24,18,4,No,495
DODGE,Charger,15,24,18,4,No,495
DODGE,Durango,19,26,21,4,No,416
DODGE,Durango,19,26,21,4,No,416
DODGE,Durango,18,25,21,4,No,430
DODGE,Durango,18,25,21,4,No,430
DODGE,Durango,14,22,17,3,No,525
DODGE,Durango,14,22,17,3,No,525
DODGE,Durango,14,22,17,3,No,533
DODGE,Durango,14,22,17,3,No,533
DODGE,Durango,12,17,13,1,No,659
DODGE,Durango,12,17,13,1,No,659
DODGE,Durango,13,19,15,2,No,584
DODGE,Durango,13,19,15,2,No,584
DODGE,Hornet,21,29,24,5,No,371
DODGE,Hornet,21,29,24,5,No,371
FERRARI,296,16,22,18,5,No,398
FERRARI,296,16,22,18,5,No,398
FERRARI,296,15,21,18,5,No,404
FERRARI,296,15,21,18,5,No,404
FERRARI,812,12,16,14,2,No,652
FERRARI,812,12,16,14,2,No,652
FERRARI,812,12,16,14,2,No,648
FERRARI,812,12,16,14,2,No,648
FERRARI,812,12,15,13,1,No,665
FERRARI,812,12,15,13,1,No,665
FERRARI,Daytona,12,16,13,1,No,660
FERRARI,Daytona,12,16,13,1,No,660
FERRARI,F8,15,18,16,3,No,552
FERRARI,F8,15,18,16,3,No,552
FERRARI,F8,15,19,16,3,No,541
FERRARI,F8,15,19,16,3,No,541
FERRARI,Monza,12,15,13,1,No,658
FERRARI,Monza,12,15,13,1,No,658
FERRARI,Portofino,16,23,19,4,No,471
FERRARI,Portofino,16,23,19,4,No,471
FERRARI,Roma,17,22,19,4,No,472
FERRARI,Roma,17,22,19,4,No,472
FERRARI,SF90,16,19,17,5,No,413
FERRARI,SF90,16,19,17,5,No,413
FERRARI,SF90,16,20,18,5,No,403
FERRARI,SF90,16,20,18,5,No,403
FIAT,500X,24,30,26,5,No,356
FIAT,500X,24,30,26,5,No,356
FORD,Bronco,20,21,20,4,No,440
FORD,Bronco,20,21,20,4,No,440
FORD,Bronco,20,21,20,4,No,439
FORD,Bronco,20,21,20,4,No,439
FORD,Bronco,19,21,20,4,No,454
FORD,Bronco,19,21,20,4,No,454
FORD,Bronco,16,17,17,3,No,523
FORD,Bronco,16,17,17,3,No,523
FORD,Bronco,17,17,17,3,No,523
FORD,Bronco,17,17,17,3,No,523
FORD,Bronco,17,17,17,3,No,530
FORD,Bronco,17,17,17,3,No,530
FORD,Bronco,16,18,17,3,No,523
FORD,Bronco,16,18,17,3,No,523
FORD,Bronco,18,18,18,4,No,494
FORD,Bronco,18,18,18,4,No,494
FORD,Bronco,18,18,18,4,No,494
FORD,Bronco,18,18,18,4,No,494
FORD,Bronco,15,16,15,2,No,577
FORD,Bronco,15,16,15,2,No,577
FORD,Bronco,16,18,17,3,No,523
FORD,Bronco,16,18,17,3,No,523
FORD,Bronco,18,17,18,4,No,494
FORD,Bronco,18,17,18,4,No,494
FORD,Bronco,17,17,17,3,No,531
FORD,Bronco,17,17,17,3,No,531
FORD,Bronco,25,28,26,5,No,342
FORD,Bronco,25,28,26,5,No,342
FORD,Bronco,21,26,23,5,No,387
FORD,Bronco,21,26,23,5,No,387
FORD,Edge,21,28,23,5,No,380
FORD,Edge,21,28,23,5,No,380
FORD,Edge,20,28,23,5,No,382
FORD,Edge,19,25,21,4,No,421
FORD,Edge,19,25,21,4,No,421
FORD,Escape,27,34,30,6,No,299
FORD,Escape,27,34,30,6,No,299
FORD,Escape,26,32,28,6,No,317
FORD,Escape,26,32,28,6,No,317
FORD,Escape,23,31,26,5,No,340
FORD,Escape,23,31,26,5,No,340
FORD,Escape,42,36,39,7,Yes,225
FORD,Escape,42,36,39,7,Yes,225
FORD,Escape,42,36,39,7,Yes,225
FORD,Escape,42,36,39,7,Yes,225
FORD,Escape,42,37,40,10,Yes,52
FORD,Escape,42,37,40,10,Yes,52
FORD,Expedition,16,23,19,4,No,468
FORD,Expedition,17,23,19,4,No,462
FORD,Expedition,16,23,19,4,No,468
FORD,Expedition,17,23,19,4,No,462
FORD,Expedition,16,21,18,4,No,494
FORD,Expedition,16,22,18,4,No,484
FORD,Expedition,16,21,18,4,No,494
FORD,Expedition,16,22,18,4,No,484
FORD,Expedition,15,19,17,3,No,523
FORD,Expedition,16,19,17,3,No,523
FORD,Expedition,15,19,17,3,No,523
FORD,Expedition,16,19,17,3,No,523
FORD,Explorer,20,28,23,5,No,385
FORD,Explorer,21,28,24,5,No,370
FORD,Explorer,20,28,23,5,No,385
FORD,Explorer,21,28,24,5,No,370
FORD,Explorer,20,26,22,5,No,404
FORD,Explorer,20,27,23,5,No,387
FORD,Explorer,20,26,22,5,No,404
FORD,Explorer,20,27,23,5,No,387
FORD,Explorer,18,26,21,4,No,428
FORD,Explorer,18,26,21,4,No,428
FORD,Explorer,17,24,20,4,No,451
FORD,Explorer,18,24,20,4,No,444
FORD,Explorer,17,24,20,4,No,451
FORD,Explorer,18,24,20,4,No,444
FORD,Explorer,18,25,20,4,No,438
FORD,Explorer,18,25,20,4,No,438
FORD,Explorer,17,24,20,4,No,454
FORD,Explorer,18,24,20,4,No,445
FORD,Explorer,17,24,20,4,No,454
FORD,Explorer,18,24,20,4,No,445
FORD,Explorer,13,18,15,4,No,428/444
FORD,Explorer,13,18,15,4,No,428/444
FORD,Explorer,27,28,27,5,No,324
FORD,Explorer,27,28,27,5,No,324
FORD,Explorer,23,26,25,5,No,361
FORD,Explorer,23,26,25,5,No,361
FORD,Explorer,25,26,26,5,No,342
FORD,Explorer,25,26,26,5,No,342
FORD,Explorer,23,24,23,5,No,379
FORD,Explorer,23,24,23,5,No,379
FORD,Explorer,19,21,20,4,No,445
FORD,Explorer,19,22,21,4,No,433
FORD,Explorer,19,21,20,4,No,445
FORD,Explorer,19,22,21,4,No,433
FORD,F150,18,25,21,4,No,431
FORD,F150,20,26,22,5,No,405
FORD,F150,18,25,21,4,No,431
FORD,F150,20,26,22,5,No,405
FORD,F150,17,23,20,4,No,451
FORD,F150,18,24,20,4,No,435
FORD,F150,17,23,20,4,No,451
FORD,F150,18,24,20,4,No,435
FORD,F150,18,24,21,4,No,432
FORD,F150,18,24,21,4,No,432
FORD,F150,17,23,19,4,No,470
FORD,F150,18,23,20,4,No,451
FORD,F150,17,23,19,4,No,470
FORD,F150,18,23,20,4,No,451
FORD,F150,13,19,15,4,No,401/443
FORD,F150,14,18,16,4,No,399/423
FORD,F150,13,19,15,4,No,401/443
FORD,F150,14,18,16,4,No,399/423
FORD,F150,14,18,15,4,No,408/444
FORD,F150,14,18,15,4,No,408/444
FORD,F150,12,18,14,4,No,445/465
FORD,F150,12,19,15,4,No,421/453
FORD,F150,12,18,14,4,No,445/465
FORD,F150,12,19,15,4,No,421/453
FORD,F150,12,17,14,4,No,450/495
FORD,F150,12,17,14,4,No,439/468
FORD,F150,12,17,14,4,No,450/495
FORD,F150,12,17,14,4,No,439/468
FORD,F150,25,25,25,5,No,352
FORD,F150,25,25,25,5,No,352
FORD,F150,23,23,23,5,No,381
FORD,F150,23,23,23,5,No,381
FORD,F150,76,61,68,10,Elite,0
FORD,F150,76,61,68,10,Elite,0
FORD,F150,78,63,70,10,Elite,0
FORD,F150,78,63,70,10,Elite,0
FORD,F150,73,60,66,10,Elite,0
FORD,F150,73,60,66,10,Elite,0
FORD,F150,14,18,15,2,No,593
FORD,F150,15,18,16,3,No,553
FORD,F150,14,18,15,2,No,593
FORD,F150,15,18,16,3,No,553
FORD,F150,14,16,15,2,No,596
FORD,F150,15,16,15,2,No,578
FORD,F150,14,16,15,2,No,596
FORD,F150,15,16,15,2,No,578
FORD,F150,10,15,12,1,No,741
FORD,F150,10,15,12,1,No,741
FORD,F150,16,20,18,4,No,497
FORD,F150,16,20,18,4,No,501
FORD,F150,16,20,18,4,No,497
FORD,F150,16,20,18,4,No,501
FORD,F150,11,16,13,3,No,489/518
FORD,F150,12,16,13,3,No,475/516
FORD,F150,11,16,13,3,No,489/518
FORD,F150,12,16,13,3,No,475/516
FORD,Maverick,23,30,25,5,No,355
FORD,Maverick,23,30,25,5,No,355
FORD,Maverick,22,28,24,5,No,370
FORD,Maverick,22,28,24,5,No,370
FORD,Maverick,40,33,37,7,Yes,240
FORD,Maverick,40,33,37,7,Yes,240
FORD,Maverick,20,24,21,4,No,414
FORD,Maverick,20,24,21,4,No,414
FORD,Mustang,22,32,25,5,No,350
FORD,Mustang,22,32,25,5,No,350
FORD,Mustang,21,29,24,5,No,371
FORD,Mustang,21,29,24,5,No,371
FORD,Mustang,21,31,24,5,No,363
FORD,Mustang,21,31,24,5,No,363
FORD,Mustang,15,24,18,4,No,498
FORD,Mustang,15,24,18,4,No,498
FORD,Mustang,15,24,19,4,No,480
FORD,Mustang,15,24,19,4,No,480
FORD,Mustang,20,28,23,5,No,386
FORD,Mustang,20,28,23,5,No,386
FORD,Mustang,20,27,23,5,No,387
FORD,Mustang,20,27,23,5,No,387
FORD,Mustang,20,28,23,5,No,389
FORD,Mustang,20,28,23,5,No,389
FORD,Mustang,15,23,18,4,No,497
FORD,Mustang,15,23,18,4,No,497
FORD,Mustang,19,25,21,4,No,423
FORD,Mustang,19,25,21,4,No,423
FORD,Mustang,19,26,22,5,No,404
FORD,Mustang,19,26,22,5,No,404
FORD,Mustang,20,27,22,5,No,396
FORD,Mustang,20,27,22,5,No,396
FORD,Mustang,20,27,23,5,No,387
FORD,Mustang,20,27,23,5,No,387
FORD,Mustang,14,22,17,3,No,523
FORD,Mustang,14,22,17,3,No,523
FORD,Mustang,15,23,18,4,No,493
FORD,Mustang,15,23,18,4,No,493
FORD,Mustang,110,96,103,10,Elite,0
FORD,Mustang,110,96,103,10,Elite,0
FORD,Mustang,99,86,93,10,Elite,0
FORD,Mustang,99,86,93,10,Elite,0
FORD,Mustang,105,91,98,10,Elite,0
FORD,Mustang,105,91,98,10,Elite,0
FORD,Mustang,105,92,99,10,Elite,0
FORD,Mustang,105,92,99,10,Elite,0
FORD,Mustang,97,85,92,10,Elite,0
FORD,Mustang,97,85,92,10,Elite,0
FORD,Mustang,90,77,84,10,Elite,0
FORD,Mustang,90,77,84,10,Elite,0
FORD,Mustang,90,77,82,10,Elite,0
FORD,Mustang,90,77,82,10,Elite,0
FORD,Ranger,20,26,22,5,No,397
FORD,Ranger,21,26,23,5,No,387
FORD,Ranger,20,26,22,5,No,397
FORD,Ranger,21,26,23,5,No,387
FORD,Ranger,19,24,21,4,No,420
FORD,Ranger,20,24,22,5,No,410
FORD,Ranger,19,24,21,4,No,420
FORD,Ranger,20,24,22,5,No,410
FORD,Ranger,19,19,19,4,No,471
FORD,Ranger,19,19,19,4,No,471
FORD,Transit,24,26,25,5,No,355
FORD,Transit,24,28,26,5,No,348
FORD,Transit,24,26,25,5,No,355
FORD,Transit,24,28,26,5,No,348
GENESIS,Electrified,105,89,97,10,Elite,0
GENESIS,Electrified,105,89,97,10,Elite,0
GENESIS,Electrified,98,83,91,10,Elite,0
GENESIS,Electrified,98,83,91,10,Elite,0
GENESIS,G70,21,31,25,5,No,361
GENESIS,G70,21,31,25,5,No,361
GENESIS,G70,20,28,23,5,No,393
GENESIS,G70,20,28,23,5,No,393
GENESIS,G70,18,27,21,4,No,433
GENESIS,G70,18,27,21,4,No,433
GENESIS,G70,17,26,20,4,No,439
GENESIS,G70,17,26,20,4,No,439
GENESIS,G80,22,32,26,5,No,346
GENESIS,G80,22,32,26,5,No,346
GENESIS,G80,22,30,25,5,No,361
GENESIS,G80,22,30,25,5,No,361
GENESIS,G80,16,25,19,4,No,465
GENESIS,G80,16,25,19,4,No,465
GENESIS,G90,18,26,21,4,No,426
GENESIS,G90,18,26,21,4,No,426
GENESIS,G90,17,24,20,4,No,441
GENESIS,G90,17,24,20,4,No,441
GENESIS,GV60,125,100,112,10,Elite,0
GENESIS,GV60,125,100,112,10,Elite,0
GENESIS,GV70,19,26,22,5,No,408
GENESIS,GV70,22,28,24,5,No,368
GENESIS,GV70,19,26,22,5,No,408
GENESIS,GV70,22,28,24,5,No,368
GENESIS,GV70,19,24,21,4,No,431
GENESIS,GV70,19,24,21,4,No,431
GENESIS,GV80,20,24,22,5,No,404
GENESIS,GV80,20,24,22,5,No,404
GENESIS,GV80,18,23,20,4,No,448
GENESIS,GV80,18,23,20,4,No,448
GMC,Acadia,22,29,25,5,No,365
GMC,Acadia,22,29,25,5,No,365
GMC,Acadia,22,27,24,5,No,368
GMC,Acadia,22,27,24,5,No,368
GMC,Acadia,19,27,22,5,No,404
GMC,Acadia,19,27,22,5,No,404
GMC,Acadia,19,26,21,4,No,417
GMC,Acadia,19,26,21,4,No,417
GMC,Sierra,19,21,20,4,No,453
GMC,Sierra,19,22,20,4,No,446
GMC,Sierra,19,21,20,4,No,453
GMC,Sierra,19,22,20,4,No,446
GMC,Sierra,18,20,19,4,No,467
GMC,Sierra,18,20,19,4,No,468
GMC,Sierra,18,20,19,4,No,467
GMC,Sierra,18,20,19,4,No,468
GMC,Sierra,24,29,26,5,No,396
GMC,Sierra,24,29,26,5,No,396
GMC,Sierra,22,27,24,4,No,423
GMC,Sierra,22,27,24,4,No,423
GMC,Sierra,12,15,13,4,No,472/496
GMC,Sierra,12,15,13,4,No,472/496
GMC,Sierra,16,20,18,4,No,500
GMC,Sierra,16,21,18,4,No,493
GMC,Sierra,15,18,16,3,No,553
GMC,Sierra,16,20,18,4,No,500
GMC,Sierra,16,21,18,4,No,493
GMC,Sierra,15,18,16,3,No,553
GMC,Sierra,11,14,12,3,No,512/524
GMC,Sierra,11,14,12,3,No,512/524
GMC,Sierra,15,19,17,3,No,535
GMC,Sierra,16,20,17,3,No,523
GMC,Sierra,15,17,16,3,No,564
GMC,Sierra,15,19,17,3,No,535
GMC,Sierra,16,20,17,3,No,523
GMC,Sierra,15,17,16,3,No,564
GMC,Sierra,15,19,17,3,No,530
GMC,Sierra,15,19,17,3,No,530
GMC,Sierra,17,18,17,3,No,512
GMC,Sierra,17,18,17,3,No,512
GMC,Sierra,21,23,22,4,No,463
GMC,Sierra,21,23,22,4,No,463
GMC,Sierra,11,14,12,3,No,512/524
GMC,Sierra,11,14,12,3,No,512/524
GMC,Sierra,15,18,16,3,No,554
GMC,Sierra,15,19,16,3,No,555
GMC,Sierra,15,18,16,3,No,554
GMC,Sierra,15,19,16,3,No,555
GMC,Sierra,14,17,15,2,No,585
GMC,Sierra,14,17,15,2,No,585
GMC,Sierra,14,17,15,2,No,585
GMC,Sierra,14,17,15,2,No,585
GMC,Terrain,24,29,26,5,No,338
GMC,Terrain,24,29,26,5,No,338
GMC,Terrain,24,28,26,5,No,347
GMC,Terrain,24,28,26,5,No,347
GMC,Yukon,21,27,23,4,No,442
GMC,Yukon,21,27,23,4,No,442
GMC,Yukon,20,26,22,4,No,462
GMC,Yukon,20,26,22,4,No,462
GMC,Yukon,15,20,17,3,No,527
GMC,Yukon,15,20,17,3,No,527
GMC,Yukon,15,20,17,3,No,527
GMC,Yukon,15,20,17,3,No,527
GMC,Yukon,14,20,16,3,No,555
GMC,Yukon,14,20,16,3,No,555
GMC,Yukon,14,18,16,3,No,564
GMC,Yukon,14,18,16,3,No,564
GMC,Yukon,21,27,23,4,No,442
GMC,Yukon,21,27,23,4,No,442
GMC,Yukon,20,26,22,4,No,462
GMC,Yukon,20,26,22,4,No,462
GMC,Yukon,15,20,17,3,No,527
GMC,Yukon,15,20,17,3,No,527
GMC,Yukon,15,19,16,3,No,545
GMC,Yukon,15,19,16,3,No,545
GMC,Yukon,14,19,16,3,No,555
GMC,Yukon,14,19,16,3,No,555
GMC,Yukon,14,18,16,3,No,564
GMC,Yukon,14,18,16,3,No,564
HONDA,Accord,29,37,32,6,No,277
HONDA,Accord,29,37,32,6,No,277
HONDA,Accord,51,44,48,8,Yes,184
HONDA,Accord,51,44,48,8,Yes,184
HONDA,Accord,46,41,44,8,Yes,201
HONDA,Accord,46,41,44,8,Yes,201
HONDA,CR-V,28,34,30,6,No,290
HONDA,CR-V,28,34,30,6,No,290
HONDA,CR-V,27,32,29,6,No,305
HONDA,CR-V,27,32,29,6,No,305
HONDA,CR-V,43,36,40,7,Yes,223
HONDA,CR-V,43,36,40,7,Yes,223
HONDA,CR-V,40,34,37,7,Yes,237
HONDA,CR-V,40,34,37,7,Yes,237
HONDA,Civic,33,42,36,7,Yes,243
HONDA,Civic,33,42,36,7,Yes,243
HONDA,Civic,27,37,31,6,No,285
HONDA,Civic,27,37,31,6,No,285
HONDA,Civic,31,38,34,7,Yes,260
HONDA,Civic,31,38,34,7,Yes,260
HONDA,Civic,31,40,35,7,Yes,254
HONDA,Civic,31,40,35,7,Yes,254
HONDA,Civic,30,37,33,6,No,266
HONDA,Civic,30,37,33,6,No,266
HONDA,Civic,31,39,35,7,Yes,258
HONDA,Civic,31,39,35,7,Yes,258
HONDA,Civic,28,37,31,6,No,282
HONDA,Civic,28,37,31,6,No,282
HONDA,Civic,30,37,33,6,No,267
HONDA,Civic,30,37,33,6,No,267
HONDA,Civic,30,38,33,6,No,269
HONDA,Civic,30,38,33,6,No,269
HONDA,Civic,26,36,29,6,No,304
HONDA,Civic,26,36,29,6,No,304
HONDA,Civic,22,28,24,5,No,364
HONDA,Civic,22,28,24,5,No,364
HONDA,Civic,29,37,32,6,No,277
HONDA,Civic,29,37,32,6,No,277
HONDA,HR-V,26,32,28,6,No,309
HONDA,HR-V,26,32,28,6,No,309
HONDA,HR-V,25,30,27,5,No,326
HONDA,HR-V,25,30,27,5,No,326
HONDA,Odyssey,19,28,22,5,No,394
HONDA,Odyssey,19,28,22,5,No,394
HONDA,Passport,19,24,21,4,No,416
HONDA,Passport,19,24,21,4,No,416
HONDA,Pilot,19,27,22,5,No,402
HONDA,Pilot,19,27,22,5,No,402
HONDA,Pilot,19,25,21,4,No,415
HONDA,Pilot,19,25,21,4,No,415
HONDA,Pilot,19,25,21,4,No,422
HONDA,Pilot,19,25,21,4,No,422
HONDA,Pilot,18,23,20,4,No,442
HONDA,Pilot,18,23,20,4,No,442
HONDA,Ridgeline,18,24,21,4,No,441
HONDA,Ridgeline,18,24,21,4,No,441
HYUNDAI,Elantra,28,36,31,6,No,288
HYUNDAI,Elantra,28,36,31,6,No,288
HYUNDAI,Elantra,30,40,34,7,Yes,263
HYUNDAI,Elantra,33,42,37,7,Yes,245
HYUNDAI,Elantra,30,40,34,7,Yes,263
HYUNDAI,Elantra,33,42,37,7,Yes,245
HYUNDAI,Elantra,30,40,34,7,No,263
HYUNDAI,Elantra,33,42,37,7,No,245
HYUNDAI,Elantra,30,40,34,7,No,263
HYUNDAI,Elantra,33,42,37,7,No,245
HYUNDAI,Elantra,49,52,50,8,Yes,177
HYUNDAI,Elantra,49,52,50,8,Yes,177
HYUNDAI,Elantra,53,56,54,9,Yes,165
HYUNDAI,Elantra,53,56,54,9,Yes,165
HYUNDAI,Elantra,20,30,23,5,No,388
HYUNDAI,Elantra,20,30,23,5,No,388
HYUNDAI,Elantra,22,31,25,5,No,358
HYUNDAI,Elantra,22,31,25,5,No,358
HYUNDAI,Ioniq,127,94,110,10,Elite,0
HYUNDAI,Ioniq,127,94,110,10,Elite,0
HYUNDAI,Ioniq,132,98,114,10,Elite,0
HYUNDAI,Ioniq,132,98,114,10,Elite,0
HYUNDAI,Ioniq,113,90,101,10,Elite,0
HYUNDAI,Ioniq,113,90,101,10,Elite,0
HYUNDAI,Ioniq,130,111,121,10,Elite,0
HYUNDAI,Ioniq,130,111,121,10,Elite,0
HYUNDAI,Ioniq,111,94,103,10,Elite,0
HYUNDAI,Ioniq,111,94,103,10,Elite,0
HYUNDAI,Ioniq,153,127,140,10,Elite,0
HYUNDAI,Ioniq,153,127,140,10,Elite,0
HYUNDAI,Ioniq,129,105,117,10,Elite,0
HYUNDAI,Ioniq,129,105,117,10,Elite,0
HYUNDAI,Ioniq,151,120,135,10,Elite,0
HYUNDAI,Ioniq,151,120,135,10,Elite,0
HYUNDAI,Kona,29,35,32,6,No,284
HYUNDAI,Kona,29,35,32,6,No,284
HYUNDAI,Kona,27,32,29,6,No,311
HYUNDAI,Kona,27,32,29,6,No,311
HYUNDAI,Kona,30,35,32,6,No,281
HYUNDAI,Kona,30,35,32,6,No,281
HYUNDAI,Kona,28,33,30,6,No,301
HYUNDAI,Kona,28,33,30,6,No,301
HYUNDAI,Kona,134,106,120,10,Elite,0
HYUNDAI,Kona,134,106,120,10,Elite,0
HYUNDAI,Kona,20,27,23,5,No,396
HYUNDAI,Kona,20,27,23,5,No,396
HYUNDAI,NEXO,59,54,57,10,Elite,0
HYUNDAI,NEXO,59,54,57,10,Elite,0
HYUNDAI,NEXO,65,58,61,10,Elite,0
HYUNDAI,NEXO,65,58,61,10,Elite,0
HYUNDAI,Palisade,19,27,22,5,No,406
HYUNDAI,Palisade,19,27,22,5,No,406
HYUNDAI,Palisade,19,25,21,4,No,422
HYUNDAI,Palisade,19,25,21,4,No,422
HYUNDAI,Santa,19,27,22,5,No,402
HYUNDAI,Santa,19,27,22,5,No,402
HYUNDAI,Santa,22,26,23,5,No,381
HYUNDAI,Santa,22,26,23,5,No,381
HYUNDAI,Santa,21,25,23,5,No,390
HYUNDAI,Santa,21,25,23,5,No,390
HYUNDAI,Santa,22,28,25,5,No,365
HYUNDAI,Santa,22,28,25,5,No,365
HYUNDAI,Santa,21,28,24,5,No,375
HYUNDAI,Santa,21,28,24,5,No,375
HYUNDAI,Santa,25,28,26,5,No,344
HYUNDAI,Santa,25,28,26,5,No,344
HYUNDAI,Santa,22,25,24,5,No,378
HYUNDAI,Santa,22,25,24,5,No,378
HYUNDAI,Santa,33,30,32,6,No,283
HYUNDAI,Santa,33,30,32,6,No,283
HYUNDAI,Santa,36,31,34,7,Yes,264
HYUNDAI,Santa,36,31,34,7,Yes,264
HYUNDAI,Santa,33,32,33,10,Yes,111
HYUNDAI,Santa,33,32,33,10,Yes,111
HYUNDAI,Sonata,27,37,31,6,No,293
HYUNDAI,Sonata,27,37,31,6,No,293
HYUNDAI,Sonata,23,33,27,5,No,335
HYUNDAI,Sonata,23,33,27,5,No,335
HYUNDAI,Sonata,27,37,31,6,No,293
HYUNDAI,Sonata,28,38,32,6,No,282
HYUNDAI,Sonata,27,37,31,6,No,293
HYUNDAI,Sonata,28,38,32,6,No,282
HYUNDAI,Sonata,45,51,47,8,Yes,189
HYUNDAI,Sonata,45,51,47,8,Yes,189
HYUNDAI,Sonata,50,54,52,9,Yes,172
HYUNDAI,Sonata,50,54,52,9,Yes,172
HYUNDAI,Tuscon,25,32,28,6,No,322
HYUNDAI,Tuscon,25,32,28,6,No,322
HYUNDAI,Tuscon,23,28,25,5,No,351
HYUNDAI,Tuscon,23,28,25,5,No,351
HYUNDAI,Tuscon,37,36,37,7,Yes,245
HYUNDAI,Tuscon,37,36,37,7,Yes,245
HYUNDAI,Tuscon,38,38,38,7,Yes,238
HYUNDAI,Tuscon,38,38,38,7,Yes,238
HYUNDAI,Tuscon,35,35,35,10,Yes,100
HYUNDAI,Tuscon,35,35,35,10,Yes,100
HYUNDAI,Venue,29,33,31,6,No,290
HYUNDAI,Venue,29,33,31,6,No,290
INFINITI,Q50,20,29,23,5,No,388
INFINITI,Q50,20,29,23,5,No,388
INFINITI,Q50,19,27,22,5,No,403
INFINITI,Q50,19,27,22,5,No,403
INFINITI,Q50,20,26,22,5,No,403
INFINITI,Q50,20,26,22,5,No,403
INFINITI,Q50,19,26,22,5,No,411
INFINITI,Q50,19,26,22,5,No,411
INFINITI,QX50,23,29,26,5,No,343
INFINITI,QX50,23,29,26,5,No,343
INFINITI,QX50,22,28,25,5,No,357
INFINITI,QX50,22,28,25,5,No,357
INFINITI,QX55,22,28,25,5,No,366
INFINITI,QX55,22,28,25,5,No,366
INFINITI,QX60,21,26,23,5,No,387
INFINITI,QX60,21,26,23,5,No,387
INFINITI,QX60,20,25,22,5,No,405
INFINITI,QX60,20,25,22,5,No,405
INFINITI,QX80,14,20,16,3,No,552
INFINITI,QX80,14,20,16,3,No,552
INFINITI,QX80,13,19,15,2,No,592
INFINITI,QX80,13,19,15,2,No,593
INFINITI,QX80,13,19,15,2,No,592
INFINITI,QX80,13,19,15,2,No,593
JAGUAR,E-Pace,20,26,23,5,No,398
JAGUAR,E-Pace,20,26,23,5,No,398
JAGUAR,F-Pace,22,27,24,5,No,365
JAGUAR,F-Pace,22,27,24,5,No,365
JAGUAR,F-Pace,20,27,22,5,No,402
JAGUAR,F-Pace,20,27,22,5,No,402
JAGUAR,F-Pace,19,26,22,5,No,408
JAGUAR,F-Pace,19,26,22,5,No,408
JAGUAR,F-Pace,15,21,17,3,No,509
JAGUAR,F-Pace,15,21,17,3,No,509
JAGUAR,F-Type,17,24,19,4,No,460
JAGUAR,F-Type,17,24,19,4,No,460
JAGUAR,F-Type,17,24,19,4,No,460
JAGUAR,F-Type,17,24,19,4,No,460
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,F-Type,16,24,18,4,No,481
JAGUAR,I-PACE,89,82,85,10,Elite,0
JAGUAR,I-PACE,89,82,85,10,Elite,0
JAGUAR,I-PACE,79,72,76,10,Elite,0
JAGUAR,I-PACE,79,72,76,10,Elite,0
JAGUAR,XF,25,33,28,6,No,317
JAGUAR,XF,25,33,28,6,No,317
JAGUAR,XF,23,32,26,5,No,336
JAGUAR,XF,23,32,26,5,No,336
JAGUAR,XF,22,30,25,5,No,352
JAGUAR,XF,22,30,25,5,No,352
JEEP,Cherokee,21,29,24,5,No,370
JEEP,Cherokee,21,29,24,5,No,370
JEEP,Cherokee,20,26,22,5,No,400
JEEP,Cherokee,20,26,22,5,No,400
JEEP,Compass,24,32,27,5,No,330
JEEP,Compass,24,32,27,5,No,330
JEEP,Gladiator,17,22,19,4,No,466
JEEP,Gladiator,17,22,19,4,No,466
