Make,Model,AverageCityMPG,AverageHighwayMPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
MINI,Cooper,24,33,28,6,No,321
MINI,Cooper,23,31,26,5,No,341
MINI,Cooper,23,31,26,5,No,341
MINI,Cooper,28,38,31,6,No,280
MINI,Cooper,28,38,31,6,No,280
MINI,Cooper,23,33,27,5,No,331
MINI,Cooper,23,33,27,5,No,331
MINI,Cooper,29,30,29,8,No,175
MINI,Cooper,29,30,29,8,No,175
MINI,Cooper,119,100,110,10,Elite,0
MINI,Cooper,119,100,110,10,Elite,0
MINI,JCW,24,30,26,5,No,338
MINI,JCW,24,30,26,5,No,338
MINI,JCW,24,30,26,5,No,338
MINI,John,23,31,26,5,No,339
MINI,John,23,31,26,5,No,339
MINI,John,23,31,26,5,No,339
MINI,John,24,33,27,5,No,322
MINI,John,24,33,27,5,No,322
MINI,John,22,31,25,5,No,348
MINI,John,22,31,25,5,No,348
MINI,John,25,34,29,6,No,307
MINI,John,25,34,29,6,No,307
MITSUBISHI,Eclipse,25,28,26,5,No,338
MITSUBISHI,Eclipse,25,28,26,5,No,338
MITSUBISHI,Eclipse,25,26,25,5,No,347
MITSUBISHI,Eclipse,25,26,25,5,No,347
MITSUBISHI,Eclipse,26,29,27,5,No,327
MITSUBISHI,Eclipse,26,29,27,5,No,327
MITSUBISHI,Eclipse,25,28,26,5,No,337
MITSUBISHI,Eclipse,25,28,26,5,No,337
MITSUBISHI,Mirage,36,43,39,7,No,225
MITSUBISHI,Mirage,36,43,39,7,No,225
MITSUBISHI,Mirage,33,41,36,7,No,242
MITSUBISHI,Mirage,33,41,36,7,No,242
MITSUBISHI,Mirage,35,41,37,7,No,235
MITSUBISHI,Mirage,35,41,37,7,No,235
MITSUBISHI,Mirage,33,40,35,7,No,252
MITSUBISHI,Mirage,33,40,35,7,No,252
MITSUBISHI,Outlander,24,31,27,5,No,332
MITSUBISHI,Outlander,24,31,27,5,No,332
MITSUBISHI,Outlander,24,30,26,5,No,342
MITSUBISHI,Outlander,24,30,26,5,No,342
MITSUBISHI,Outlander,25,27,26,10,Yes,115
MITSUBISHI,Outlander,25,27,26,10,Yes,115
MITSUBISHI,Outlander,24,30,27,5,No,333
MITSUBISHI,Outlander,24,30,27,5,No,333
MITSUBISHI,Outlander,23,29,26,5,No,343
MITSUBISHI,Outlander,23,29,26,5,No,343
MITSUBISHI,Outlander,23,29,25,5,No,354
MITSUBISHI,Outlander,23,29,25,5,No,354
MITSUBISHI,Outlander,23,28,25,5,No,350
MITSUBISHI,Outlander,23,28,25,5,No,350
McLAREN,Artura,17,21,18,6,No,319
McLAREN,Artura,17,21,18,6,No,319
NISSAN,ARIYA,109,94,101,10,Elite,0
NISSAN,ARIYA,109,94,101,10,Elite,0
NISSAN,ARIYA,105,91,98,10,Elite,0
NISSAN,ARIYA,105,91,98,10,Elite,0
NISSAN,ARIYA,111,95,103,10,Elite,0
NISSAN,ARIYA,111,95,103,10,Elite,0
NISSAN,Altima,27,39,32,6,No,282
NISSAN,Altima,27,39,32,6,No,282
NISSAN,Altima,26,36,30,6,No,300
NISSAN,Altima,26,36,30,6,No,300
NISSAN,Altima,27,37,31,6,No,287
NISSAN,Altima,27,37,31,6,No,287
NISSAN,Altima,25,34,29,6,No,311
NISSAN,Altima,25,34,29,6,No,311
NISSAN,Armada,14,19,16,3,No,558
NISSAN,Armada,14,19,16,3,No,558
NISSAN,Armada,14,19,16,3,No,558
NISSAN,Armada,14,19,16,3,No,558
NISSAN,Armada,13,18,15,2,No,592
NISSAN,Armada,13,18,15,2,No,594
NISSAN,Armada,13,18,15,2,No,592
NISSAN,Armada,13,18,15,2,No,594
NISSAN,Armada,13,18,15,2,No,592
NISSAN,Armada,13,18,15,2,No,594
NISSAN,Armada,13,18,15,2,No,592
NISSAN,Armada,13,18,15,2,No,594
NISSAN,Frontier,18,24,20,4,No,444
NISSAN,Frontier,18,24,21,4,No,437
NISSAN,Frontier,18,24,20,4,No,444
NISSAN,Frontier,18,24,21,4,No,437
NISSAN,Frontier,17,22,19,4,No,468
NISSAN,Frontier,18,23,20,4,No,438
NISSAN,Frontier,17,22,19,4,No,468
NISSAN,Frontier,18,23,20,4,No,438
NISSAN,Frontier,17,22,19,4,No,472
NISSAN,Frontier,18,22,19,4,No,469
NISSAN,Frontier,17,22,19,4,No,472
NISSAN,Frontier,18,22,19,4,No,469
NISSAN,GT-R,16,22,18,4,No,493
NISSAN,GT-R,16,22,18,4,No,493
NISSAN,Kicks,31,36,33,6,No,269
NISSAN,Kicks,31,36,33,6,No,269
NISSAN,Leaf,123,99,111,10,Elite,0
NISSAN,Leaf,123,99,111,10,Elite,0
NISSAN,Leaf,121,98,109,10,Elite,0
NISSAN,Leaf,121,98,109,10,Elite,0
NISSAN,Maxima,20,30,24,5,No,371
NISSAN,Maxima,20,30,24,5,No,371
NISSAN,Murano,20,28,23,5,No,387
NISSAN,Murano,20,28,23,5,No,387
NISSAN,Murano,20,28,23,5,No,391
NISSAN,Murano,20,28,23,5,No,391
NISSAN,Pathfinder,20,27,23,5,No,390
NISSAN,Pathfinder,20,27,23,5,No,390
NISSAN,Pathfinder,21,27,23,5,No,379
NISSAN,Pathfinder,21,27,23,5,No,379
NISSAN,Pathfinder,20,23,21,4,No,418
NISSAN,Pathfinder,20,23,21,4,No,418
NISSAN,Pathfinder,20,25,22,5,No,396
NISSAN,Pathfinder,20,25,22,5,No,396
NISSAN,Rogue,30,37,33,6,No,271
NISSAN,Rogue,30,37,33,6,No,271
NISSAN,Rogue,30,37,33,6,No,269
NISSAN,Rogue,30,37,33,6,No,269
NISSAN,Rogue,28,35,31,6,No,287
NISSAN,Rogue,28,35,31,6,No,287
NISSAN,Rogue,28,35,31,6,No,287
NISSAN,Rogue,28,35,31,6,No,287
NISSAN,Rogue,29,36,32,6,No,278
NISSAN,Rogue,29,36,32,6,No,278
NISSAN,Rogue,29,36,32,6,No,278
NISSAN,Rogue,29,36,32,6,No,278
NISSAN,Rogue,28,34,31,6,No,288
NISSAN,Rogue,28,34,31,6,No,288
NISSAN,Rogue,28,34,31,6,No,287
NISSAN,Rogue,28,34,31,6,No,287
NISSAN,Titan,16,21,18,4,No,503
NISSAN,Titan,16,21,18,4,No,503
NISSAN,Titan,15,21,18,4,No,505
NISSAN,Titan,15,21,18,4,No,505
NISSAN,Titan,15,20,17,3,No,517
NISSAN,Titan,15,20,17,3,No,517
NISSAN,Versa,32,40,35,7,Yes,254
NISSAN,Versa,32,40,35,7,Yes,254
NISSAN,Versa,27,35,30,6,No,296
NISSAN,Versa,27,35,30,6,No,296
NISSAN,Z,18,24,20,4,No,435
NISSAN,Z,18,24,20,4,No,435
NISSAN,Z,19,28,22,5,No,405
NISSAN,Z,19,28,22,5,No,405
POLESTAR,2,105,96,100,10,Elite,0
POLESTAR,2,105,96,100,10,Elite,0
POLESTAR,2,113,100,107,10,Elite,0
POLESTAR,2,113,100,107,10,Elite,0
POLESTAR,Polestar,98,91,96,10,Elite,0
POLESTAR,Polestar,98,91,96,10,Elite,0
POLESTAR,Polestar,105,96,100,10,Elite,0
POLESTAR,Polestar,105,96,100,10,Elite,0
PORSCHE,718,21,27,24,5,No,375
PORSCHE,718,21,27,24,5,No,375
PORSCHE,718,20,25,22,5,No,409
PORSCHE,718,20,25,22,5,No,409
PORSCHE,718,19,24,21,4,No,418
PORSCHE,718,19,24,21,4,No,418
PORSCHE,718,17,24,19,4,No,458
PORSCHE,718,17,24,19,4,No,458
PORSCHE,718,19,25,22,5,No,410
PORSCHE,718,19,25,22,5,No,410
PORSCHE,718,19,24,21,4,No,423
PORSCHE,718,19,24,21,4,No,423
PORSCHE,718,21,27,23,5,No,380
PORSCHE,718,21,27,23,5,No,380
PORSCHE,718,20,26,22,5,No,394
PORSCHE,718,20,26,22,5,No,394
PORSCHE,718,21,27,24,5,No,375
PORSCHE,718,21,27,24,5,No,375
PORSCHE,718,20,25,22,5,No,409
PORSCHE,718,20,25,22,5,No,409
PORSCHE,718,18,24,20,4,No,436
PORSCHE,718,18,24,20,4,No,436
PORSCHE,718,17,23,19,4,No,462
PORSCHE,718,17,23,19,4,No,462
PORSCHE,718,19,24,21,4,No,418
PORSCHE,718,19,24,21,4,No,418
PORSCHE,718,17,24,19,4,No,458
PORSCHE,718,17,24,19,4,No,458
PORSCHE,718,19,25,22,5,No,410
PORSCHE,718,19,25,22,5,No,410
PORSCHE,718,19,24,21,4,No,423
PORSCHE,718,19,24,21,4,No,423
PORSCHE,718,21,27,23,5,No,380
PORSCHE,718,21,27,23,5,No,380
PORSCHE,718,20,26,22,5,No,394
PORSCHE,718,20,26,22,5,No,394
PORSCHE,718,15,19,16,3,No,544
PORSCHE,718,15,19,16,3,No,544
PORSCHE,718,18,24,20,4,No,436
PORSCHE,718,18,24,20,4,No,436
PORSCHE,718,17,23,19,4,No,462
PORSCHE,718,17,23,19,4,No,462
PORSCHE,911,18,24,20,4,No,443
PORSCHE,911,18,24,20,4,No,443
PORSCHE,911,18,24,20,4,No,442
PORSCHE,911,18,24,20,4,No,442
PORSCHE,911,18,24,20,4,No,443
PORSCHE,911,18,24,20,4,No,443
PORSCHE,911,17,23,19,4,No,464
PORSCHE,911,17,23,19,4,No,464
PORSCHE,911,17,23,19,4,No,465
PORSCHE,911,17,23,19,4,No,465
PORSCHE,911,17,22,19,4,No,463
PORSCHE,911,17,22,19,4,No,463
PORSCHE,911,16,23,19,4,No,477
PORSCHE,911,16,23,19,4,No,477
PORSCHE,911,18,23,20,4,No,443
PORSCHE,911,18,23,20,4,No,443
PORSCHE,911,17,25,20,4,No,442
PORSCHE,911,17,25,20,4,No,442
PORSCHE,911,18,23,20,4,No,439
PORSCHE,911,18,23,20,4,No,439
PORSCHE,911,17,24,20,4,No,452
PORSCHE,911,17,24,20,4,No,452
PORSCHE,911,18,24,20,4,No,443
PORSCHE,911,18,24,20,4,No,443
PORSCHE,911,17,23,19,4,No,465
PORSCHE,911,17,23,19,4,No,465
PORSCHE,911,17,24,20,4,No,444
PORSCHE,911,17,24,20,4,No,444
PORSCHE,911,17,23,19,4,No,465
PORSCHE,911,17,23,19,4,No,465
PORSCHE,911,17,24,20,4,No,448
PORSCHE,911,17,24,20,4,No,448
PORSCHE,911,18,23,20,4,No,441
PORSCHE,911,18,23,20,4,No,441
PORSCHE,911,18,25,21,4,No,425
PORSCHE,911,18,25,21,4,No,425
PORSCHE,911,18,23,20,4,No,439
PORSCHE,911,18,23,20,4,No,439
PORSCHE,911,17,25,20,4,No,443
PORSCHE,911,17,25,20,4,No,443
PORSCHE,911,15,18,16,3,No,538
PORSCHE,911,15,18,16,3,No,538
PORSCHE,911,14,18,16,3,No,571
PORSCHE,911,14,18,16,3,No,571
PORSCHE,911,15,18,16,3,No,539
PORSCHE,911,15,18,16,3,No,539
PORSCHE,911,14,18,16,3,No,570
PORSCHE,911,14,18,16,3,No,570
PORSCHE,911,15,21,17,3,No,516
PORSCHE,911,15,21,17,3,No,516
PORSCHE,911,18,24,20,4,No,442
PORSCHE,911,18,24,20,4,No,442
PORSCHE,911,17,22,19,4,No,461
PORSCHE,911,17,22,19,4,No,461
PORSCHE,911,16,23,19,4,No,477
PORSCHE,911,16,23,19,4,No,477
PORSCHE,911,18,23,20,4,No,442
PORSCHE,911,18,23,20,4,No,442
PORSCHE,911,17,24,20,4,No,447
PORSCHE,911,17,24,20,4,No,447
PORSCHE,911,15,20,17,3,No,516
PORSCHE,911,15,20,17,3,No,516
PORSCHE,911,15,20,17,3,No,521
PORSCHE,911,15,20,17,3,No,521
PORSCHE,911,15,20,17,3,No,517
PORSCHE,911,15,20,17,3,No,517
PORSCHE,911,15,20,17,3,No,528
PORSCHE,911,15,20,17,3,No,528
PORSCHE,Cayenne,17,22,19,4,No,466
PORSCHE,Cayenne,17,22,19,4,No,466
PORSCHE,Cayenne,15,19,17,3,No,525
PORSCHE,Cayenne,15,19,17,3,No,533
PORSCHE,Cayenne,15,19,17,3,No,525
PORSCHE,Cayenne,15,19,17,3,No,533
PORSCHE,Cayenne,16,21,18,4,No,490
PORSCHE,Cayenne,16,22,18,4,No,494
PORSCHE,Cayenne,16,21,18,4,No,490
PORSCHE,Cayenne,16,22,18,4,No,494
PORSCHE,Cayenne,14,19,16,3,No,553
PORSCHE,Cayenne,15,20,17,3,No,531
PORSCHE,Cayenne,14,19,16,3,No,553
PORSCHE,Cayenne,15,20,17,3,No,531
PORSCHE,Cayenne,14,19,16,3,No,555
PORSCHE,Cayenne,14,19,16,3,No,555
PORSCHE,Cayenne,17,20,18,6,No,320
PORSCHE,Cayenne,17,20,18,6,No,320
PORSCHE,Macan,19,25,21,4,No,424
PORSCHE,Macan,19,25,21,4,No,424
PORSCHE,Macan,17,22,19,4,No,466
PORSCHE,Macan,17,22,19,4,No,466
PORSCHE,Macan,17,23,19,4,No,466
PORSCHE,Macan,17,23,19,4,No,466
PORSCHE,Macan,19,25,21,4,No,417
PORSCHE,Macan,19,25,21,4,No,417
PORSCHE,Panamera,18,24,20,4,No,441
PORSCHE,Panamera,18,24,20,4,No,441
PORSCHE,Panamera,18,24,20,4,No,441
PORSCHE,Panamera,18,24,20,4,No,441
PORSCHE,Panamera,21,24,22,7,No,232
PORSCHE,Panamera,21,24,22,7,No,232
PORSCHE,Panamera,17,23,19,4,No,465
PORSCHE,Panamera,17,23,19,4,No,465
PORSCHE,Panamera,18,23,20,4,No,441
PORSCHE,Panamera,18,23,20,4,No,441
PORSCHE,Panamera,18,24,20,4,No,445
PORSCHE,Panamera,18,24,20,4,No,445
PORSCHE,Panamera,21,23,22,7,No,236
PORSCHE,Panamera,21,23,22,7,No,236
PORSCHE,Panamera,17,23,19,4,No,469
PORSCHE,Panamera,17,23,19,4,No,469
PORSCHE,Panamera,17,23,19,4,No,469
PORSCHE,Panamera,17,23,19,4,No,469
PORSCHE,Panamera,15,21,17,3,No,520
PORSCHE,Panamera,15,21,17,3,No,520
PORSCHE,Panamera,15,20,17,3,No,520
PORSCHE,Panamera,15,20,17,3,No,520
PORSCHE,Panamera,15,21,17,3,No,525
PORSCHE,Panamera,15,21,17,3,No,525
PORSCHE,Panamera,18,22,19,6,No,274
PORSCHE,Panamera,18,22,19,6,No,274
PORSCHE,Taycan,80,80,80,10,Elite,0
PORSCHE,Taycan,80,80,80,10,Elite,0
PORSCHE,Taycan,78,78,78,10,Elite,0
PORSCHE,Taycan,78,78,78,10,Elite,0
PORSCHE,Taycan,79,81,80,10,Elite,0
PORSCHE,Taycan,79,81,80,10,Elite,0
PORSCHE,Taycan,82,82,82,10,Elite,0
PORSCHE,Taycan,82,82,82,10,Elite,0
PORSCHE,Taycan,83,82,83,10,Elite,0
PORSCHE,Taycan,83,82,83,10,Elite,0
PORSCHE,Taycan,80,80,80,10,Elite,0
PORSCHE,Taycan,80,80,80,10,Elite,0
PORSCHE,Taycan,78,88,82,10,Elite,0
PORSCHE,Taycan,78,88,82,10,Elite,0
PORSCHE,Taycan,79,88,83,10,Elite,0
PORSCHE,Taycan,79,88,83,10,Elite,0
PORSCHE,Taycan,81,80,81,10,Elite,0
PORSCHE,Taycan,81,80,81,10,Elite,0
PORSCHE,Taycan,80,78,79,10,Elite,0
PORSCHE,Taycan,80,78,79,10,Elite,0
PORSCHE,Taycan,76,74,75,10,Elite,0
PORSCHE,Taycan,76,74,75,10,Elite,0
PORSCHE,Taycan,76,74,75,10,Elite,0
PORSCHE,Taycan,76,74,75,10,Elite,0
RAM,1500,21,29,24,4,No,418
RAM,1500,21,29,24,4,No,418
RAM,1500,20,25,22,5,No,407
RAM,1500,20,25,22,5,No,407
RAM,1500,19,24,21,4,No,417
RAM,1500,19,24,21,4,No,417
RAM,1500,18,23,20,4,No,443
RAM,1500,18,23,20,4,No,443
RAM,1500,17,22,19,4,No,457
RAM,1500,17,22,19,4,No,457
RAM,1500,17,25,20,4,No,444
RAM,1500,17,25,20,4,No,444
RAM,1500,16,23,19,4,No,474
RAM,1500,16,23,19,4,No,474
RAM,1500,15,21,17,3,No,523
RAM,1500,15,21,17,3,No,523
RAM,1500,15,20,17,3,No,528
RAM,1500,15,20,17,3,No,528
RAM,1500,20,26,23,5,No,394
RAM,1500,20,26,23,5,No,394
RAM,1500,10,14,12,1,No,748
RAM,1500,10,14,12,1,No,748
RIVIAN,R1S,69,60,64,10,Elite,0
RIVIAN,R1S,69,60,64,10,Elite,0
RIVIAN,R1S,75,66,71,10,Elite,0
RIVIAN,R1S,75,66,71,10,Elite,0
RIVIAN,R1S,73,63,68,10,Elite,0
RIVIAN,R1S,73,63,68,10,Elite,0
RIVIAN,R1T,69,60,64,10,Elite,0
RIVIAN,R1T,69,60,64,10,Elite,0
RIVIAN,R1T,76,69,73,10,Elite,0
RIVIAN,R1T,76,69,73,10,Elite,0
RIVIAN,R1T,73,63,68,10,Elite,0
RIVIAN,R1T,73,63,68,10,Elite,0
ROLLS-ROYCE,Cullinan,12,19,14,2,No,626
ROLLS-ROYCE,Cullinan,12,19,14,2,No,626
ROLLS-ROYCE,Cullinan,12,19,14,2,No,626
ROLLS-ROYCE,Cullinan,12,19,14,2,No,626
ROLLS-ROYCE,Ghost,12,19,14,2,No,624
ROLLS-ROYCE,Ghost,12,19,14,2,No,624
ROLLS-ROYCE,Ghost,12,19,14,2,No,624
ROLLS-ROYCE,Ghost,12,19,14,2,No,624
ROLLS-ROYCE,Ghost,12,19,14,2,No,624
ROLLS-ROYCE,Ghost,12,19,14,2,No,624
ROLLS-ROYCE,Phantom,12,18,14,2,No,639
ROLLS-ROYCE,Phantom,12,18,14,2,No,639
ROLLS-ROYCE,Phantom,12,18,14,2,No,639
ROLLS-ROYCE,Phantom,12,18,14,2,No,639
SUBARU,Ascent,20,26,22,5,No,398
SUBARU,Ascent,20,26,22,5,No,398
SUBARU,Ascent,19,25,21,4,No,419
SUBARU,Ascent,19,25,21,4,No,419
SUBARU,BRZ,20,27,22,5,No,398
SUBARU,BRZ,20,27,22,5,No,398
SUBARU,BRZ,21,30,25,5,No,362
SUBARU,BRZ,21,30,25,5,No,362
SUBARU,Crosstrek,22,29,25,5,No,355
SUBARU,Crosstrek,22,29,25,5,No,355
SUBARU,Crosstrek,28,33,30,6,No,297
SUBARU,Crosstrek,28,33,30,6,No,297
SUBARU,Crosstrek,27,34,29,6,No,303
SUBARU,Crosstrek,27,34,29,6,No,303
SUBARU,Crosstrek,36,35,35,9,Yes,151
SUBARU,Crosstrek,36,35,35,9,No,151
SUBARU,Forester,26,33,29,6,No,310
SUBARU,Forester,26,33,29,6,No,310
SUBARU,Forester,25,28,26,5,No,338
SUBARU,Forester,25,28,26,5,No,338
SUBARU,Impreza,23,31,26,5,No,337
SUBARU,Impreza,24,31,26,5,No,335
SUBARU,Impreza,23,31,26,5,No,337
SUBARU,Impreza,24,31,26,5,No,335
SUBARU,Impreza,28,36,32,6,No,280
SUBARU,Impreza,28,36,31,6,No,285
SUBARU,Impreza,28,36,32,6,No,280
SUBARU,Impreza,28,36,31,6,No,285
SUBARU,Impreza,27,36,30,6,No,291
SUBARU,Impreza,27,36,30,6,No,291
SUBARU,Impreza,22,30,25,5,No,351
SUBARU,Impreza,22,30,25,5,No,351
SUBARU,Impreza,27,35,30,6,No,292
SUBARU,Impreza,27,35,30,6,No,292
SUBARU,Legacy,23,31,26,5,No,337
SUBARU,Legacy,23,31,26,5,No,337
SUBARU,Legacy,27,35,30,6,No,295
SUBARU,Legacy,27,35,30,6,No,295
SUBARU,Outback,22,29,25,5,No,356
SUBARU,Outback,22,29,25,5,No,356
SUBARU,Outback,26,32,28,6,No,314
SUBARU,Outback,26,32,28,6,No,314
SUBARU,Outback,21,26,23,5,No,378
SUBARU,Outback,21,26,23,5,No,378
SUBARU,Solterra,114,94,104,10,Elite,0
SUBARU,Solterra,114,94,104,10,Elite,0
SUBARU,Solterra,111,93,102,10,Elite,0
SUBARU,Solterra,111,93,102,10,Elite,0
SUBARU,WRX,19,26,22,5,No,407
SUBARU,WRX,19,26,22,5,No,407
SUBARU,WRX,19,25,21,4,No,419
SUBARU,WRX,19,25,21,4,No,419
TESLA,Model,138,126,132,10,Elite,0
TESLA,Model,138,126,132,10,Elite,0
TESLA,Model,134,126,131,10,Elite,0
TESLA,Model,134,126,131,10,Elite,0
TESLA,Model,118,107,113,10,Elite,0
TESLA,Model,118,107,113,10,Elite,0
TESLA,Model,124,115,120,10,Elite,0
TESLA,Model,124,115,120,10,Elite,0
TESLA,Model,107,97,102,10,Elite,0
TESLA,Model,107,97,102,10,Elite,0
TESLA,Model,103,93,98,10,Elite,0
TESLA,Model,103,93,98,10,Elite,0
TESLA,Model,94,88,91,10,Elite,0
TESLA,Model,94,88,91,10,Elite,0
TESLA,Model,129,116,123,10,Elite,0
TESLA,Model,129,116,123,10,Elite,0
TESLA,Model,127,117,122,10,Elite,0
TESLA,Model,127,117,122,10,Elite,0
TESLA,Model,115,106,111,10,Elite,0
TESLA,Model,115,106,111,10,Elite,0
TOYOTA,4Runner,16,19,17,3,No,503
TOYOTA,4Runner,16,19,17,3,No,503
TOYOTA,4Runner,16,19,17,3,No,515
TOYOTA,4Runner,16,19,17,3,No,519
TOYOTA,4Runner,16,19,17,3,No,515
TOYOTA,4Runner,16,19,17,3,No,519
TOYOTA,Camry,22,33,26,5,No,338
TOYOTA,Camry,22,33,26,5,No,338
TOYOTA,Camry,51,53,52,9,Yes,170
TOYOTA,Camry,51,53,52,9,Yes,170
TOYOTA,Camry,44,47,46,8,Yes,195
TOYOTA,Camry,44,47,46,8,Yes,195
TOYOTA,Camry,28,39,32,6,No,280
TOYOTA,Camry,28,39,32,6,No,280
TOYOTA,Camry,25,34,29,6,No,310
TOYOTA,Camry,25,34,29,6,No,310
TOYOTA,Camry,22,31,25,5,No,354
TOYOTA,Camry,22,31,25,5,No,354
TOYOTA,Camry,27,38,31,6,No,286
TOYOTA,Camry,27,38,31,6,No,286
TOYOTA,Camry,25,34,28,6,No,315
TOYOTA,Camry,25,34,28,6,No,315
TOYOTA,Camry,22,32,26,5,No,345
TOYOTA,Camry,22,32,26,5,No,345
TOYOTA,Corolla,31,40,34,7,Yes,258
TOYOTA,Corolla,32,41,35,7,Yes,254
TOYOTA,Corolla,31,40,34,7,Yes,258
TOYOTA,Corolla,32,41,35,7,Yes,254
TOYOTA,Corolla,31,33,32,6,No,275
TOYOTA,Corolla,31,33,32,6,No,275
TOYOTA,Corolla,29,32,30,6,No,293
TOYOTA,Corolla,29,32,30,6,No,293
TOYOTA,Corolla,32,41,35,7,Yes,252
TOYOTA,Corolla,32,41,35,7,Yes,252
TOYOTA,Corolla,30,38,33,6,No,266
TOYOTA,Corolla,30,38,33,6,No,266
TOYOTA,Corolla,50,43,47,8,Yes,186
TOYOTA,Corolla,53,46,50,8,Yes,178
TOYOTA,Corolla,50,43,47,8,Yes,186
TOYOTA,Corolla,53,46,50,8,Yes,178
TOYOTA,Corolla,47,41,44,8,Yes,199
TOYOTA,Corolla,51,44,48,8,Yes,189
TOYOTA,Corolla,47,41,44,8,Yes,199
TOYOTA,Corolla,51,44,48,8,Yes,189
TOYOTA,GR,21,28,24,5,No,368
TOYOTA,GR,21,28,24,5,No,368
TOYOTA,GR86,20,27,22,5,No,397
TOYOTA,GR86,20,27,22,5,No,397
TOYOTA,GR86,21,31,25,5,No,360
TOYOTA,GR86,21,31,25,5,No,360
TOYOTA,Highlander,21,28,24,5,No,370
TOYOTA,Highlander,22,29,25,5,No,359
TOYOTA,Highlander,21,28,24,5,No,370
TOYOTA,Highlander,22,29,25,5,No,359
TOYOTA,Highlander,21,28,24,5,No,371
TOYOTA,Highlander,21,28,24,5,No,371
TOYOTA,Highlander,36,35,36,7,Yes,245
TOYOTA,Highlander,36,35,36,7,Yes,245
TOYOTA,Highlander,35,35,35,7,Yes,254
TOYOTA,Highlander,35,35,35,7,Yes,254
TOYOTA,Highlander,35,34,35,7,Yes,253
TOYOTA,Highlander,35,34,35,7,Yes,253
TOYOTA,Mirai,76,71,74,10,Elite,0
TOYOTA,Mirai,76,71,74,10,Elite,0
TOYOTA,Mirai,67,64,65,10,Elite,0
TOYOTA,Mirai,67,64,65,10,Elite,0
TOYOTA,Mirai,76,71,74,10,Elite,0
TOYOTA,Mirai,76,71,74,10,Elite,0
TOYOTA,Prius,57,56,57,9,Yes,155
TOYOTA,Prius,57,56,57,9,Yes,155
TOYOTA,Prius,53,54,54,9,Yes,163
TOYOTA,Prius,53,54,54,9,Yes,163
TOYOTA,Prius,52,52,52,9,Yes,169
TOYOTA,Prius,52,52,52,9,Yes,169
TOYOTA,Prius,49,50,49,8,Yes,179
TOYOTA,Prius,49,50,49,8,Yes,179
TOYOTA,RAV4,27,34,30,6,No,292
TOYOTA,RAV4,27,35,30,6,No,296
TOYOTA,RAV4,27,34,30,6,No,292
TOYOTA,RAV4,27,35,30,6,No,296
TOYOTA,RAV4,25,33,28,6,No,319
TOYOTA,RAV4,27,33,29,6,No,301
TOYOTA,RAV4,25,33,28,6,No,319
TOYOTA,RAV4,27,33,29,6,No,301
TOYOTA,RAV4,41,38,40,7,Yes,223
TOYOTA,RAV4,41,38,40,7,Yes,223
TOYOTA,RAV4,38,35,37,7,Yes,240
TOYOTA,RAV4,38,35,37,7,Yes,240
TOYOTA,RAV4,27,34,30,6,No,296
TOYOTA,RAV4,27,34,30,6,No,296
TOYOTA,RAV4,40,36,38,10,Yes,72
TOYOTA,RAV4,40,36,38,10,Yes,72
TOYOTA,RAV4,25,32,28,6,No,323
TOYOTA,RAV4,25,32,28,6,No,323
TOYOTA,Sequoia,21,24,22,5,No,395
TOYOTA,Sequoia,21,24,22,5,No,395
TOYOTA,Sequoia,19,22,20,4,No,437
TOYOTA,Sequoia,19,22,20,4,No,437
TOYOTA,Sienna,36,36,36,7,Yes,246
TOYOTA,Sienna,36,36,36,7,Yes,246
TOYOTA,Sienna,35,36,35,7,Yes,253
TOYOTA,Sienna,35,36,35,7,Yes,253
TOYOTA,Supra,25,31,27,5,No,322
TOYOTA,Supra,25,31,27,5,No,322
TOYOTA,Supra,19,27,21,4,No,411
TOYOTA,Supra,19,27,21,4,No,411
TOYOTA,Supra,23,31,26,5,No,342
TOYOTA,Supra,23,31,26,5,No,342
TOYOTA,Tacoma,20,23,21,4,No,423
TOYOTA,Tacoma,20,23,21,4,No,423
TOYOTA,Tacoma,19,22,20,4,No,441
TOYOTA,Tacoma,19,22,20,4,No,441
TOYOTA,Tacoma,17,21,18,4,No,481
TOYOTA,Tacoma,17,21,18,4,No,481
TOYOTA,Tacoma,19,24,21,4,No,431
TOYOTA,Tacoma,19,24,21,4,No,431
TOYOTA,Tacoma,18,22,20,4,No,448
TOYOTA,Tacoma,18,22,20,4,No,448
TOYOTA,Tacoma,17,20,18,4,No,483
TOYOTA,Tacoma,17,20,18,4,No,483
TOYOTA,Toyota,29,32,30,6,No,293
TOYOTA,Toyota,29,32,30,6,No,293
TOYOTA,Toyota,42,41,41,8,Yes,214
TOYOTA,Toyota,42,41,41,8,Yes,214
TOYOTA,Tundra,20,24,22,5,No,408
TOYOTA,Tundra,20,24,22,5,No,408
TOYOTA,Tundra,18,23,20,4,No,441
TOYOTA,Tundra,18,24,20,4,No,441
TOYOTA,Tundra,18,23,20,4,No,441
TOYOTA,Tundra,18,24,20,4,No,441
TOYOTA,Tundra,19,22,20,4,No,437
TOYOTA,Tundra,19,22,20,4,No,437
TOYOTA,Tundra,17,22,19,4,No,460
TOYOTA,Tundra,17,23,19,4,No,459
TOYOTA,Tundra,17,22,19,4,No,460
TOYOTA,Tundra,17,23,19,4,No,459
TOYOTA,Tundra,18,20,19,4,No,461
TOYOTA,Tundra,18,20,19,4,No,461
