Make,Fuel,Veh Class,Air Pollution Score,CityMPG,HwyMPG,CmbMPG,Greenhouse Gas Score,SmartWay,Comb CO2
FORD,Gasoline,Small Car,5,19,25,21,4,No,423
FORD,Gasoline,Small Car,5,19,25,21,4,No,423
FORD,Gasoline,Small Car,5,19,26,22,5,No,404
FORD,Gasoline,Small Car,5,19,26,22,5,No,404
FORD,Gasoline,Small Car,5,20,27,22,5,No,396
FORD,Gasoline,Small Car,5,20,27,22,5,No,396
FORD,Gasoline,Small Car,5,20,27,23,5,No,387
FORD,Gasoline,Small Car,5,20,27,23,5,No,387
FORD,Gasoline,Small Car,3,14,22,17,3,No,523
FORD,Gasoline,Small Car,3,14,22,17,3,No,523
FORD,Gasoline,Small Car,3,15,23,18,4,No,493
FORD,Gasoline,Small Car,3,15,23,18,4,No,493
FORD,Electricity,Small SUV,10,110,96,103,10,Elite,0
FORD,Electricity,Small SUV,10,110,96,103,10,Elite,0
FORD,Electricity,Small SUV,10,99,86,93,10,Elite,0
FORD,Electricity,Small SUV,10,99,86,93,10,Elite,0
FORD,Electricity,Small SUV,10,105,91,98,10,Elite,0
FORD,Electricity,Small SUV,10,105,91,98,10,Elite,0
FORD,Electricity,Small SUV,10,105,92,99,10,Elite,0
FORD,Electricity,Small SUV,10,105,92,99,10,Elite,0
FORD,Electricity,Small SUV,10,97,85,92,10,Elite,0
FORD,Electricity,Small SUV,10,97,85,92,10,Elite,0
FORD,Electricity,Small SUV,10,90,77,84,10,Elite,0
FORD,Electricity,Small SUV,10,90,77,84,10,Elite,0
FORD,Electricity,Small SUV,10,90,77,82,10,Elite,0
FORD,Electricity,Small SUV,10,90,77,82,10,Elite,0
FORD,Gasoline,pickup,6,20,26,22,5,No,397
FORD,Gasoline,pickup,6,21,26,23,5,No,387
FORD,Gasoline,pickup,6,20,26,22,5,No,397
FORD,Gasoline,pickup,6,21,26,23,5,No,387
FORD,Gasoline,pickup,6,19,24,21,4,No,420
FORD,Gasoline,pickup,6,20,24,22,5,No,410
FORD,Gasoline,pickup,6,19,24,21,4,No,420
FORD,Gasoline,pickup,6,20,24,22,5,No,410
FORD,Gasoline,pickup,3,19,19,19,4,No,471
FORD,Gasoline,pickup,3,19,19,19,4,No,471
FORD,Gasoline,special purpose,6,24,26,25,5,No,355
FORD,Gasoline,special purpose,6,24,28,26,5,No,348
FORD,Gasoline,special purpose,6,24,26,25,5,No,355
FORD,Gasoline,special purpose,6,24,28,26,5,No,348
GENESIS,Electricity,Midsize Car,10,105,89,97,10,Elite,0
GENESIS,Electricity,Midsize Car,10,105,89,97,10,Elite,0
GENESIS,Electricity,station wagon,10,98,83,91,10,Elite,0
GENESIS,Electricity,station wagon,10,98,83,91,10,Elite,0
GENESIS,Gasoline,Small Car,3,21,31,25,5,No,361
GENESIS,Gasoline,Small Car,3,21,31,25,5,No,361
GENESIS,Gasoline,Small Car,3,20,28,23,5,No,393
GENESIS,Gasoline,Small Car,3,20,28,23,5,No,393
GENESIS,Gasoline,Small Car,3,18,27,21,4,No,433
GENESIS,Gasoline,Small Car,3,18,27,21,4,No,433
GENESIS,Gasoline,Small Car,3,17,26,20,4,No,439
GENESIS,Gasoline,Small Car,3,17,26,20,4,No,439
GENESIS,Gasoline,Large Car,5,22,32,26,5,No,346
GENESIS,Gasoline,Large Car,5,22,32,26,5,No,346
GENESIS,Gasoline,Large Car,5,22,30,25,5,No,361
GENESIS,Gasoline,Large Car,5,22,30,25,5,No,361
GENESIS,Gasoline,Large Car,5,16,25,19,4,No,465
GENESIS,Gasoline,Large Car,5,16,25,19,4,No,465
GENESIS,Gasoline,Large Car,5,18,26,21,4,No,426
GENESIS,Gasoline,Large Car,5,18,26,21,4,No,426
GENESIS,Gasoline,Large Car,5,17,24,20,4,No,441
GENESIS,Gasoline,Large Car,5,17,24,20,4,No,441
GENESIS,Electricity,Large Car,10,125,100,112,10,Elite,0
GENESIS,Electricity,Large Car,10,125,100,112,10,Elite,0
GENESIS,Gasoline,Small SUV,5,19,26,22,5,No,408
GENESIS,Gasoline,Small SUV,5,22,28,24,5,No,368
GENESIS,Gasoline,Small SUV,5,19,26,22,5,No,408
GENESIS,Gasoline,Small SUV,5,22,28,24,5,No,368
GENESIS,Gasoline,Small SUV,5,19,24,21,4,No,431
GENESIS,Gasoline,Small SUV,5,19,24,21,4,No,431
GENESIS,Gasoline,Standard SUV,5,20,24,22,5,No,404
GENESIS,Gasoline,Standard SUV,5,20,24,22,5,No,404
GENESIS,Gasoline,Standard SUV,5,18,23,20,4,No,448
GENESIS,Gasoline,Standard SUV,5,18,23,20,4,No,448
GMC,Gasoline,Standard SUV,7,22,29,25,5,No,365
GMC,Gasoline,Standard SUV,7,22,29,25,5,No,365
GMC,Gasoline,Standard SUV,7,22,27,24,5,No,368
GMC,Gasoline,Standard SUV,7,22,27,24,5,No,368
GMC,Gasoline,Standard SUV,6,19,27,22,5,No,404
GMC,Gasoline,Standard SUV,6,19,27,22,5,No,404
GMC,Gasoline,Standard SUV,6,19,26,21,4,No,417
GMC,Gasoline,Standard SUV,6,19,26,21,4,No,417
GMC,Gasoline,pickup,7,19,21,20,4,No,453
GMC,Gasoline,pickup,7,19,22,20,4,No,446
GMC,Gasoline,pickup,7,19,21,20,4,No,453
GMC,Gasoline,pickup,7,19,22,20,4,No,446
GMC,Gasoline,pickup,7,18,20,19,4,No,467
GMC,Gasoline,pickup,7,18,20,19,4,No,468
GMC,Gasoline,pickup,7,18,20,19,4,No,467
GMC,Gasoline,pickup,7,18,20,19,4,No,468
GMC,Diesel,pickup,5,24,29,26,5,No,396
GMC,Diesel,pickup,5,24,29,26,5,No,396
GMC,Diesel,pickup,5,22,27,24,4,No,423
GMC,Diesel,pickup,5,22,27,24,4,No,423
GMC,Ethanol/Gas,pickup,5,12,15,13,4,No,472/496
GMC,Ethanol/Gas,pickup,5,12,15,13,4,No,472/496
GMC,Gasoline,pickup,6,16,20,18,4,No,500
GMC,Gasoline,pickup,6,16,21,18,4,No,493
GMC,Gasoline,special purpose,6,15,18,16,3,No,553
GMC,Gasoline,pickup,6,16,20,18,4,No,500
GMC,Gasoline,pickup,6,16,21,18,4,No,493
GMC,Gasoline,special purpose,6,15,18,16,3,No,553
GMC,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
GMC,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
GMC,Gasoline,pickup,6,15,19,17,3,No,535
GMC,Gasoline,pickup,6,16,20,17,3,No,523
GMC,Gasoline,special purpose,6,15,17,16,3,No,564
GMC,Gasoline,pickup,6,15,19,17,3,No,535
GMC,Gasoline,pickup,6,16,20,17,3,No,523
GMC,Gasoline,special purpose,6,15,17,16,3,No,564
GMC,Gasoline,pickup,6,15,19,17,3,No,530
GMC,Gasoline,pickup,6,15,19,17,3,No,530
GMC,Gasoline,pickup,7,17,18,17,3,No,512
GMC,Gasoline,pickup,7,17,18,17,3,No,512
GMC,Diesel,pickup,5,21,23,22,4,No,463
GMC,Diesel,pickup,5,21,23,22,4,No,463
GMC,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
GMC,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
GMC,Gasoline,pickup,6,15,18,16,3,No,554
GMC,Gasoline,pickup,6,15,19,16,3,No,555
GMC,Gasoline,pickup,6,15,18,16,3,No,554
GMC,Gasoline,pickup,6,15,19,16,3,No,555
GMC,Gasoline,pickup,6,14,17,15,2,No,585
GMC,Gasoline,pickup,6,14,17,15,2,No,585
GMC,Gasoline,pickup,6,14,17,15,2,No,585
GMC,Gasoline,pickup,6,14,17,15,2,No,585
GMC,Gasoline,Small SUV,7,24,29,26,5,No,338
GMC,Gasoline,Small SUV,7,24,29,26,5,No,338
GMC,Gasoline,Small SUV,7,24,28,26,5,No,347
GMC,Gasoline,Small SUV,7,24,28,26,5,No,347
GMC,Diesel,Standard SUV,3,21,27,23,4,No,442
GMC,Diesel,Standard SUV,3,21,27,23,4,No,442
GMC,Diesel,Standard SUV,3,20,26,22,4,No,462
GMC,Diesel,Standard SUV,3,20,26,22,4,No,462
GMC,Gasoline,Standard SUV,6,15,20,17,3,No,527
GMC,Gasoline,Standard SUV,6,15,20,17,3,No,527
GMC,Gasoline,Standard SUV,6,15,20,17,3,No,527
GMC,Gasoline,Standard SUV,6,15,20,17,3,No,527
GMC,Gasoline,Standard SUV,6,14,20,16,3,No,555
GMC,Gasoline,Standard SUV,6,14,20,16,3,No,555
GMC,Gasoline,Standard SUV,6,14,18,16,3,No,564
GMC,Gasoline,Standard SUV,6,14,18,16,3,No,564
GMC,Diesel,Standard SUV,3,21,27,23,4,No,442
GMC,Diesel,Standard SUV,3,21,27,23,4,No,442
GMC,Diesel,Standard SUV,3,20,26,22,4,No,462
GMC,Diesel,Standard SUV,3,20,26,22,4,No,462
GMC,Gasoline,Standard SUV,6,15,20,17,3,No,527
GMC,Gasoline,Standard SUV,6,15,20,17,3,No,527
GMC,Gasoline,Standard SUV,6,15,19,16,3,No,545
GMC,Gasoline,Standard SUV,6,15,19,16,3,No,545
GMC,Gasoline,Standard SUV,6,14,19,16,3,No,555
GMC,Gasoline,Standard SUV,6,14,19,16,3,No,555
GMC,Gasoline,Standard SUV,6,14,18,16,3,No,564
GMC,Gasoline,Standard SUV,6,14,18,16,3,No,564
HONDA,Gasoline,Large Car,7,29,37,32,6,No,277
HONDA,Gasoline,Large Car,7,29,37,32,6,No,277
HONDA,Gasoline,Large Car,7,51,44,48,8,Yes,184
HONDA,Gasoline,Large Car,7,51,44,48,8,Yes,184
HONDA,Gasoline,Midsize Car,7,46,41,44,8,Yes,201
HONDA,Gasoline,Midsize Car,7,46,41,44,8,Yes,201
HONDA,Gasoline,Small SUV,7,28,34,30,6,No,290
HONDA,Gasoline,Small SUV,7,28,34,30,6,No,290
HONDA,Gasoline,Small SUV,6,27,32,29,6,No,305
HONDA,Gasoline,Small SUV,6,27,32,29,6,No,305
HONDA,Gasoline,Small SUV,7,43,36,40,7,Yes,223
HONDA,Gasoline,Small SUV,7,43,36,40,7,Yes,223
HONDA,Gasoline,Small SUV,7,40,34,37,7,Yes,237
HONDA,Gasoline,Small SUV,7,40,34,37,7,Yes,237
HONDA,Gasoline,Midsize Car,7,33,42,36,7,Yes,243
HONDA,Gasoline,Midsize Car,7,33,42,36,7,Yes,243
HONDA,Gasoline,Midsize Car,6,27,37,31,6,No,285
HONDA,Gasoline,Midsize Car,6,27,37,31,6,No,285
HONDA,Gasoline,Midsize Car,7,31,38,34,7,Yes,260
HONDA,Gasoline,Midsize Car,7,31,38,34,7,Yes,260
HONDA,Gasoline,Midsize Car,7,31,40,35,7,Yes,254
HONDA,Gasoline,Midsize Car,7,31,40,35,7,Yes,254
HONDA,Gasoline,Midsize Car,7,30,37,33,6,No,266
HONDA,Gasoline,Midsize Car,7,30,37,33,6,No,266
HONDA,Gasoline,Large Car,7,31,39,35,7,Yes,258
HONDA,Gasoline,Large Car,7,31,39,35,7,Yes,258
HONDA,Gasoline,Large Car,6,28,37,31,6,No,282
HONDA,Gasoline,Large Car,6,28,37,31,6,No,282
HONDA,Gasoline,Large Car,7,30,37,33,6,No,267
HONDA,Gasoline,Large Car,7,30,37,33,6,No,267
HONDA,Gasoline,Large Car,7,30,38,33,6,No,269
HONDA,Gasoline,Large Car,7,30,38,33,6,No,269
HONDA,Gasoline,Large Car,6,26,36,29,6,No,304
HONDA,Gasoline,Large Car,6,26,36,29,6,No,304
HONDA,Gasoline,Large Car,6,22,28,24,5,No,364
HONDA,Gasoline,Large Car,6,22,28,24,5,No,364
HONDA,Gasoline,Large Car,7,29,37,32,6,No,277
HONDA,Gasoline,Large Car,7,29,37,32,6,No,277
HONDA,Gasoline,station wagon,7,26,32,28,6,No,309
HONDA,Gasoline,station wagon,7,26,32,28,6,No,309
HONDA,Gasoline,station wagon,7,25,30,27,5,No,326
HONDA,Gasoline,station wagon,7,25,30,27,5,No,326
HONDA,Gasoline,minivan,5,19,28,22,5,No,394
HONDA,Gasoline,minivan,5,19,28,22,5,No,394
HONDA,Gasoline,Small SUV,3,19,24,21,4,No,416
HONDA,Gasoline,Small SUV,3,19,24,21,4,No,416
HONDA,Gasoline,Small SUV,7,19,27,22,5,No,402
HONDA,Gasoline,Small SUV,7,19,27,22,5,No,402
HONDA,Gasoline,Standard SUV,7,19,25,21,4,No,415
HONDA,Gasoline,Standard SUV,7,19,25,21,4,No,415
HONDA,Gasoline,Standard SUV,7,19,25,21,4,No,422
HONDA,Gasoline,Standard SUV,7,19,25,21,4,No,422
HONDA,Gasoline,Standard SUV,7,18,23,20,4,No,442
HONDA,Gasoline,Standard SUV,7,18,23,20,4,No,442
HONDA,Gasoline,pickup,3,18,24,21,4,No,441
HONDA,Gasoline,pickup,3,18,24,21,4,No,441
HYUNDAI,Gasoline,Midsize Car,5,28,36,31,6,No,288
HYUNDAI,Gasoline,Midsize Car,5,28,36,31,6,No,288
HYUNDAI,Gasoline,Midsize Car,7,30,40,34,7,Yes,263
HYUNDAI,Gasoline,Midsize Car,7,33,42,37,7,Yes,245
HYUNDAI,Gasoline,Midsize Car,7,30,40,34,7,Yes,263
HYUNDAI,Gasoline,Midsize Car,7,33,42,37,7,Yes,245
HYUNDAI,Gasoline,Midsize Car,5,30,40,34,7,No,263
HYUNDAI,Gasoline,Midsize Car,5,33,42,37,7,No,245
HYUNDAI,Gasoline,Midsize Car,5,30,40,34,7,No,263
HYUNDAI,Gasoline,Midsize Car,5,33,42,37,7,No,245
HYUNDAI,Gasoline,Midsize Car,7,49,52,50,8,Yes,177
HYUNDAI,Gasoline,Midsize Car,7,49,52,50,8,Yes,177
HYUNDAI,Gasoline,Midsize Car,7,53,56,54,9,Yes,165
HYUNDAI,Gasoline,Midsize Car,7,53,56,54,9,Yes,165
HYUNDAI,Gasoline,Midsize Car,3,20,30,23,5,No,388
HYUNDAI,Gasoline,Midsize Car,3,20,30,23,5,No,388
HYUNDAI,Gasoline,Midsize Car,3,22,31,25,5,No,358
HYUNDAI,Gasoline,Midsize Car,3,22,31,25,5,No,358
HYUNDAI,Electricity,Large Car,10,127,94,110,10,Elite,0
HYUNDAI,Electricity,Large Car,10,127,94,110,10,Elite,0
HYUNDAI,Electricity,Large Car,10,132,98,114,10,Elite,0
HYUNDAI,Electricity,Large Car,10,132,98,114,10,Elite,0
HYUNDAI,Electricity,Large Car,10,113,90,101,10,Elite,0
HYUNDAI,Electricity,Large Car,10,113,90,101,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,130,111,121,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,130,111,121,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,111,94,103,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,111,94,103,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,153,127,140,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,153,127,140,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,129,105,117,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,129,105,117,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,151,120,135,10,Elite,0
HYUNDAI,Electricity,Midsize Car,10,151,120,135,10,Elite,0
HYUNDAI,Gasoline,Small SUV,5,29,35,32,6,No,284
HYUNDAI,Gasoline,Small SUV,5,29,35,32,6,No,284
HYUNDAI,Gasoline,Small SUV,5,27,32,29,6,No,311
HYUNDAI,Gasoline,Small SUV,5,27,32,29,6,No,311
HYUNDAI,Gasoline,Small SUV,7,30,35,32,6,No,281
HYUNDAI,Gasoline,Small SUV,7,30,35,32,6,No,281
HYUNDAI,Gasoline,Small SUV,7,28,33,30,6,No,301
HYUNDAI,Gasoline,Small SUV,7,28,33,30,6,No,301
HYUNDAI,Electricity,Small SUV,10,134,106,120,10,Elite,0
HYUNDAI,Electricity,Small SUV,10,134,106,120,10,Elite,0
HYUNDAI,Gasoline,Small SUV,3,20,27,23,5,No,396
HYUNDAI,Gasoline,Small SUV,3,20,27,23,5,No,396
HYUNDAI,Hydrogen,Small SUV,10,59,54,57,10,Elite,0
HYUNDAI,Hydrogen,Small SUV,10,59,54,57,10,Elite,0
HYUNDAI,Hydrogen,Small SUV,10,65,58,61,10,Elite,0
HYUNDAI,Hydrogen,Small SUV,10,65,58,61,10,Elite,0
HYUNDAI,Gasoline,Small SUV,5,19,27,22,5,No,406
HYUNDAI,Gasoline,Small SUV,5,19,27,22,5,No,406
HYUNDAI,Gasoline,Small SUV,5,19,25,21,4,No,422
HYUNDAI,Gasoline,Small SUV,5,19,25,21,4,No,422
HYUNDAI,Gasoline,Small SUV,5,19,27,22,5,No,402
HYUNDAI,Gasoline,Small SUV,5,19,27,22,5,No,402
HYUNDAI,Gasoline,Small SUV,5,22,26,23,5,No,381
HYUNDAI,Gasoline,Small SUV,5,22,26,23,5,No,381
HYUNDAI,Gasoline,Small SUV,5,21,25,23,5,No,390
HYUNDAI,Gasoline,Small SUV,5,21,25,23,5,No,390
HYUNDAI,Gasoline,Small SUV,5,22,28,25,5,No,365
HYUNDAI,Gasoline,Small SUV,5,22,28,25,5,No,365
HYUNDAI,Gasoline,Small SUV,5,21,28,24,5,No,375
HYUNDAI,Gasoline,Small SUV,5,21,28,24,5,No,375
HYUNDAI,Gasoline,Small SUV,7,25,28,26,5,No,344
HYUNDAI,Gasoline,Small SUV,7,25,28,26,5,No,344
HYUNDAI,Gasoline,Small SUV,7,22,25,24,5,No,378
HYUNDAI,Gasoline,Small SUV,7,22,25,24,5,No,378
HYUNDAI,Gasoline,Small SUV,7,33,30,32,6,No,283
HYUNDAI,Gasoline,Small SUV,7,33,30,32,6,No,283
HYUNDAI,Gasoline,Small SUV,7,36,31,34,7,Yes,264
HYUNDAI,Gasoline,Small SUV,7,36,31,34,7,Yes,264
HYUNDAI,Gasoline/Electricity,Small SUV,7,33,32,33,10,Yes,111
HYUNDAI,Gasoline/Electricity,Small SUV,7,33,32,33,10,Yes,111
HYUNDAI,Gasoline,Large Car,5,27,37,31,6,No,293
HYUNDAI,Gasoline,Large Car,5,27,37,31,6,No,293
HYUNDAI,Gasoline,Large Car,5,23,33,27,5,No,335
HYUNDAI,Gasoline,Large Car,5,23,33,27,5,No,335
HYUNDAI,Gasoline,Large Car,7,27,37,31,6,No,293
HYUNDAI,Gasoline,Large Car,7,28,38,32,6,No,282
HYUNDAI,Gasoline,Large Car,7,27,37,31,6,No,293
HYUNDAI,Gasoline,Large Car,7,28,38,32,6,No,282
HYUNDAI,Gasoline,Large Car,7,45,51,47,8,Yes,189
HYUNDAI,Gasoline,Large Car,7,45,51,47,8,Yes,189
HYUNDAI,Gasoline,Large Car,7,50,54,52,9,Yes,172
HYUNDAI,Gasoline,Large Car,7,50,54,52,9,Yes,172
HYUNDAI,Gasoline,Small SUV,7,25,32,28,6,No,322
HYUNDAI,Gasoline,Small SUV,7,25,32,28,6,No,322
HYUNDAI,Gasoline,Small SUV,7,23,28,25,5,No,351
HYUNDAI,Gasoline,Small SUV,7,23,28,25,5,No,351
HYUNDAI,Gasoline,Small SUV,7,37,36,37,7,Yes,245
HYUNDAI,Gasoline,Small SUV,7,37,36,37,7,Yes,245
HYUNDAI,Gasoline,Small SUV,7,38,38,38,7,Yes,238
HYUNDAI,Gasoline,Small SUV,7,38,38,38,7,Yes,238
HYUNDAI,Gasoline/Electricity,Small SUV,7,35,35,35,10,Yes,100
HYUNDAI,Gasoline/Electricity,Small SUV,7,35,35,35,10,Yes,100
HYUNDAI,Gasoline,Midsize Car,5,29,33,31,6,No,290
HYUNDAI,Gasoline,Midsize Car,5,29,33,31,6,No,290
INFINITI,Gasoline,Midsize Car,3,20,29,23,5,No,388
INFINITI,Gasoline,Midsize Car,3,20,29,23,5,No,388
INFINITI,Gasoline,Midsize Car,3,19,27,22,5,No,403
INFINITI,Gasoline,Midsize Car,3,19,27,22,5,No,403
INFINITI,Gasoline,Midsize Car,3,20,26,22,5,No,403
INFINITI,Gasoline,Midsize Car,3,20,26,22,5,No,403
INFINITI,Gasoline,Midsize Car,3,19,26,22,5,No,411
INFINITI,Gasoline,Midsize Car,3,19,26,22,5,No,411
INFINITI,Gasoline,Small SUV,6,23,29,26,5,No,343
INFINITI,Gasoline,Small SUV,6,23,29,26,5,No,343
INFINITI,Gasoline,Small SUV,6,22,28,25,5,No,357
INFINITI,Gasoline,Small SUV,6,22,28,25,5,No,357
INFINITI,Gasoline,Small SUV,6,22,28,25,5,No,366
INFINITI,Gasoline,Small SUV,6,22,28,25,5,No,366
INFINITI,Gasoline,Standard SUV,5,21,26,23,5,No,387
INFINITI,Gasoline,Standard SUV,5,21,26,23,5,No,387
INFINITI,Gasoline,Standard SUV,5,20,25,22,5,No,405
INFINITI,Gasoline,Standard SUV,5,20,25,22,5,No,405
INFINITI,Gasoline,Standard SUV,3,14,20,16,3,No,552
INFINITI,Gasoline,Standard SUV,3,14,20,16,3,No,552
INFINITI,Gasoline,Standard SUV,3,13,19,15,2,No,592
INFINITI,Gasoline,Standard SUV,3,13,19,15,2,No,593
INFINITI,Gasoline,Standard SUV,3,13,19,15,2,No,592
INFINITI,Gasoline,Standard SUV,3,13,19,15,2,No,593
JAGUAR,Gasoline,Small SUV,7,20,26,23,5,No,398
JAGUAR,Gasoline,Small SUV,7,20,26,23,5,No,398
JAGUAR,Gasoline,Small SUV,7,22,27,24,5,No,365
JAGUAR,Gasoline,Small SUV,7,22,27,24,5,No,365
JAGUAR,Gasoline,Small SUV,7,20,27,22,5,No,402
JAGUAR,Gasoline,Small SUV,7,20,27,22,5,No,402
JAGUAR,Gasoline,Small SUV,7,19,26,22,5,No,408
JAGUAR,Gasoline,Small SUV,7,19,26,22,5,No,408
JAGUAR,Gasoline,Small SUV,3,15,21,17,3,No,509
JAGUAR,Gasoline,Small SUV,3,15,21,17,3,No,509
JAGUAR,Gasoline,Small Car,3,17,24,19,4,No,460
JAGUAR,Gasoline,Small Car,3,17,24,19,4,No,460
JAGUAR,Gasoline,Small Car,3,17,24,19,4,No,460
JAGUAR,Gasoline,Small Car,3,17,24,19,4,No,460
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Gasoline,Small Car,3,16,24,18,4,No,481
JAGUAR,Electricity,Small SUV,10,89,82,85,10,Elite,0
JAGUAR,Electricity,Small SUV,10,89,82,85,10,Elite,0
JAGUAR,Electricity,Small SUV,10,79,72,76,10,Elite,0
JAGUAR,Electricity,Small SUV,10,79,72,76,10,Elite,0
JAGUAR,Gasoline,Midsize Car,7,25,33,28,6,No,317
JAGUAR,Gasoline,Midsize Car,7,25,33,28,6,No,317
JAGUAR,Gasoline,Midsize Car,7,23,32,26,5,No,336
JAGUAR,Gasoline,Midsize Car,7,23,32,26,5,No,336
JAGUAR,Gasoline,Midsize Car,7,22,30,25,5,No,352
JAGUAR,Gasoline,Midsize Car,7,22,30,25,5,No,352
JEEP,Gasoline,Small SUV,6,21,29,24,5,No,370
JEEP,Gasoline,Small SUV,6,21,29,24,5,No,370
JEEP,Gasoline,Small SUV,5,20,26,22,5,No,400
JEEP,Gasoline,Small SUV,5,20,26,22,5,No,400
JEEP,Gasoline,Small SUV,7,24,32,27,5,No,330
JEEP,Gasoline,Small SUV,7,24,32,27,5,No,330
JEEP,Gasoline,pickup,7,17,22,19,4,No,466
JEEP,Gasoline,pickup,7,17,22,19,4,No,466
JEEP,Gasoline,pickup,5,16,23,19,4,No,476
JEEP,Gasoline,pickup,5,16,23,19,4,No,476
JEEP,Diesel,pickup,1,22,28,24,4,No,423
JEEP,Diesel,pickup,1,22,28,24,4,No,423
JEEP,Diesel,pickup,1,21,27,24,4,No,436
JEEP,Diesel,pickup,1,21,27,24,4,No,436
JEEP,Gasoline/Electricity,Standard SUV,7,23,24,23,8,Yes,177
JEEP,Gasoline/Electricity,Standard SUV,7,23,24,23,8,Yes,177
JEEP,Gasoline,Standard SUV,7,19,26,22,5,No,407
JEEP,Gasoline,Standard SUV,7,19,26,22,5,No,407
JEEP,Gasoline,Standard SUV,7,19,26,22,5,No,413
JEEP,Gasoline,Standard SUV,7,19,26,22,5,No,413
JEEP,Gasoline,Standard SUV,5,14,22,17,3,No,533
JEEP,Gasoline,Standard SUV,5,14,22,17,3,No,533
JEEP,Gasoline,Standard SUV,7,19,26,21,4,No,416
JEEP,Gasoline,Standard SUV,7,19,26,21,4,No,416
JEEP,Gasoline,Standard SUV,7,18,25,21,4,No,430
JEEP,Gasoline,Standard SUV,7,18,25,21,4,No,430
JEEP,Gasoline,Standard SUV,5,14,22,17,3,No,533
JEEP,Gasoline,Standard SUV,5,14,22,17,3,No,533
JEEP,Gasoline,Standard SUV,5,14,20,17,3,No,537
JEEP,Gasoline,Standard SUV,5,14,20,17,3,No,537
JEEP,Gasoline,Standard SUV,1,13,18,15,2,No,602
JEEP,Gasoline,Standard SUV,1,13,18,15,2,No,602
JEEP,Gasoline,Standard SUV,5,14,19,16,3,No,566
JEEP,Gasoline,Standard SUV,5,14,19,16,3,No,566
JEEP,Gasoline,Small SUV,6,23,29,26,5,No,347
JEEP,Gasoline,Small SUV,6,23,29,26,5,No,347
JEEP,Gasoline,Small SUV,6,22,27,24,5,No,372
JEEP,Gasoline,Small SUV,6,22,27,24,5,No,372
JEEP,Gasoline,Standard SUV,6,17,24,20,4,No,453
JEEP,Gasoline,Standard SUV,6,17,24,20,4,No,453
JEEP,Gasoline,Standard SUV,6,16,23,19,4,No,472
JEEP,Gasoline,Standard SUV,6,16,23,19,4,No,472
JEEP,Gasoline,Standard SUV,5,16,22,18,4,No,483
JEEP,Gasoline,Standard SUV,5,16,22,18,4,No,483
JEEP,Gasoline,Standard SUV,5,15,20,17,3,No,522
JEEP,Gasoline,Standard SUV,5,15,20,17,3,No,522
JEEP,Gasoline,Standard SUV,6,17,24,20,4,No,453
JEEP,Gasoline,Standard SUV,6,17,24,20,4,No,453
JEEP,Gasoline,Standard SUV,6,16,23,19,4,No,476
JEEP,Gasoline,Standard SUV,6,16,23,19,4,No,476
JEEP,Gasoline,Small SUV,5,21,24,22,5,No,404
JEEP,Gasoline,Small SUV,5,22,24,23,5,No,388
JEEP,Gasoline,Small SUV,5,21,24,22,5,No,404
JEEP,Gasoline,Small SUV,5,22,24,23,5,No,388
JEEP,Gasoline,Small SUV,7,18,23,20,4,No,440
JEEP,Gasoline,Small SUV,7,18,23,20,4,No,443
JEEP,Gasoline,Small SUV,7,18,23,20,4,No,440
JEEP,Gasoline,Small SUV,7,18,23,20,4,No,443
JEEP,Gasoline,Small SUV,7,19,24,21,4,No,421
JEEP,Gasoline,Small SUV,7,20,24,21,4,No,416
JEEP,Gasoline,Small SUV,7,19,24,21,4,No,421
JEEP,Gasoline,Small SUV,7,20,24,21,4,No,416
JEEP,Gasoline,Small SUV,5,17,23,19,4,No,459
JEEP,Gasoline,Small SUV,5,17,25,20,4,No,446
JEEP,Gasoline,Small SUV,5,17,23,19,4,No,459
JEEP,Gasoline,Small SUV,5,17,25,20,4,No,446
JEEP,Gasoline,Small SUV,1,13,17,14,2,No,623
JEEP,Gasoline,Small SUV,1,13,17,14,2,No,623
JEEP,Gasoline/Electricity,Small SUV,5,20,20,20,7,No,230
JEEP,Gasoline/Electricity,Small SUV,5,20,20,20,7,No,230
JEEP,Diesel,Small SUV,1,22,29,25,5,No,411
JEEP,Diesel,Small SUV,1,22,29,25,5,No,411
