Make,Fuel,Veh Class,Air Pollution Score,CityMPG,HwyMPG,CmbMPG,Greenhouse Gas Score,SmartWay,Comb CO2
CADILLAC,Gasoline,Midsize Car,7,23,33,27,5,No,333
CADILLAC,Gasoline,Midsize Car,7,22,30,25,5,No,358
CADILLAC,Gasoline,Midsize Car,7,22,30,25,5,No,358
CADILLAC,Gasoline,Midsize Car,5,19,27,22,5,No,405
CADILLAC,Gasoline,Midsize Car,5,19,27,22,5,No,405
CADILLAC,Gasoline,Midsize Car,5,18,26,21,4,No,419
CADILLAC,Gasoline,Midsize Car,5,18,26,21,4,No,419
CADILLAC,Gasoline,Midsize Car,5,18,27,21,4,No,423
CADILLAC,Gasoline,Midsize Car,5,18,27,21,4,No,423
CADILLAC,Gasoline,Midsize Car,3,13,21,15,2,No,592
CADILLAC,Gasoline,Midsize Car,3,13,21,15,2,No,592
CADILLAC,Gasoline,Midsize Car,3,13,21,16,3,No,558
CADILLAC,Gasoline,Midsize Car,3,13,21,16,3,No,558
CADILLAC,Diesel,Standard SUV,3,21,27,23,4,No,442
CADILLAC,Diesel,Standard SUV,3,21,27,23,4,No,442
CADILLAC,Diesel,Standard SUV,3,20,26,22,4,No,462
CADILLAC,Diesel,Standard SUV,3,20,26,22,4,No,462
CADILLAC,Gasoline,Standard SUV,6,14,19,16,3,No,556
CADILLAC,Gasoline,Standard SUV,6,14,19,16,3,No,556
CADILLAC,Gasoline,Standard SUV,6,14,18,16,3,No,564
CADILLAC,Gasoline,Standard SUV,6,14,18,16,3,No,564
CADILLAC,Gasoline,Standard SUV,3,11,16,13,1,No,702
CADILLAC,Gasoline,Standard SUV,3,11,16,13,1,No,702
CADILLAC,Electricity,Small SUV,10,97,82,89,10,Elite,0
CADILLAC,Electricity,Small SUV,10,97,82,89,10,Elite,0
CADILLAC,Electricity,Small SUV,10,96,81,89,10,Elite,0
CADILLAC,Electricity,Small SUV,10,96,81,89,10,Elite,0
CADILLAC,Gasoline,Small SUV,7,23,30,26,5,No,341
CADILLAC,Gasoline,Small SUV,7,23,30,26,5,No,341
CADILLAC,Gasoline,Small SUV,7,22,29,24,5,No,370
CADILLAC,Gasoline,Small SUV,7,22,29,24,5,No,370
CADILLAC,Gasoline,Small SUV,7,22,29,24,5,No,370
CADILLAC,Gasoline,Small SUV,7,22,29,24,5,No,370
CADILLAC,Gasoline,Small SUV,7,21,27,23,5,No,386
CADILLAC,Gasoline,Small SUV,7,21,27,23,5,No,386
CADILLAC,Gasoline,Small SUV,6,19,26,21,4,No,419
CADILLAC,Gasoline,Small SUV,6,19,26,21,4,No,419
CADILLAC,Gasoline,Small SUV,6,18,25,21,4,No,426
CADILLAC,Gasoline,Small SUV,6,18,25,21,4,No,426
CADILLAC,Gasoline,Small SUV,7,21,27,23,5,No,386
CADILLAC,Gasoline,Small SUV,7,21,27,23,5,No,386
CADILLAC,Gasoline,Small SUV,7,21,26,23,5,No,386
CADILLAC,Gasoline,Small SUV,7,21,26,23,5,No,386
CADILLAC,Gasoline,Small SUV,6,19,26,21,4,No,419
CADILLAC,Gasoline,Small SUV,6,19,26,21,4,No,419
CADILLAC,Gasoline,Small SUV,6,18,25,21,4,No,433
CADILLAC,Gasoline,Small SUV,6,18,25,21,4,No,433
CHEVROLET,Gasoline,Small SUV,7,22,29,25,5,No,365
CHEVROLET,Gasoline,Small SUV,7,22,29,25,5,No,365
CHEVROLET,Gasoline,Small SUV,7,22,27,24,5,No,368
CHEVROLET,Gasoline,Small SUV,7,22,27,24,5,No,368
CHEVROLET,Gasoline,Small SUV,6,19,27,22,5,No,404
CHEVROLET,Gasoline,Small SUV,6,19,27,22,5,No,404
CHEVROLET,Gasoline,Small SUV,6,19,26,21,4,No,417
CHEVROLET,Gasoline,Small SUV,6,19,26,21,4,No,417
CHEVROLET,Electricity,station wagon,10,125,104,115,10,Elite,0
CHEVROLET,Electricity,station wagon,10,125,104,115,10,Elite,0
CHEVROLET,Electricity,station wagon,10,131,109,120,10,Elite,0
CHEVROLET,Electricity,station wagon,10,131,109,120,10,Elite,0
CHEVROLET,Gasoline,Small Car,5,19,28,22,5,No,401
CHEVROLET,Gasoline,Small Car,5,19,28,22,5,No,401
CHEVROLET,Gasoline,Small Car,5,22,30,25,5,No,360
CHEVROLET,Gasoline,Small Car,5,22,30,25,5,No,360
CHEVROLET,Gasoline,Small Car,6,16,26,20,4,No,453
CHEVROLET,Gasoline,Small Car,6,16,26,20,4,No,453
CHEVROLET,Gasoline,Small Car,6,18,29,22,5,No,407
CHEVROLET,Gasoline,Small Car,6,18,29,22,5,No,407
CHEVROLET,Gasoline,Small Car,1,14,20,16,3,No,559
CHEVROLET,Gasoline,Small Car,1,14,20,16,3,No,559
CHEVROLET,Gasoline,Small Car,1,16,24,19,4,No,477
CHEVROLET,Gasoline,Small Car,1,16,24,19,4,No,477
CHEVROLET,Gasoline,Small Car,1,13,21,16,3,No,571
CHEVROLET,Gasoline,Small Car,1,13,21,16,3,No,571
CHEVROLET,Gasoline,Small Car,1,16,26,20,4,No,453
CHEVROLET,Gasoline,Small Car,1,16,26,20,4,No,453
CHEVROLET,Gasoline,Small Car,5,16,24,19,4,No,475
CHEVROLET,Gasoline,Small Car,5,16,24,19,4,No,475
CHEVROLET,Gasoline,Small Car,3,12,21,15,2,No,597
CHEVROLET,Gasoline,Small Car,3,12,21,15,2,No,597
CHEVROLET,Gasoline,Small Car,3,12,19,14,2,No,631
CHEVROLET,Gasoline,Small Car,3,12,19,14,2,No,631
CHEVROLET,Gasoline,Small SUV,7,26,31,28,6,No,317
CHEVROLET,Gasoline,Small SUV,7,26,31,28,6,No,317
CHEVROLET,Gasoline,Small SUV,7,24,30,26,5,No,340
CHEVROLET,Gasoline,Small SUV,7,24,30,26,5,No,340
CHEVROLET,Gasoline,Midsize Car,7,27,35,30,6,No,292
CHEVROLET,Gasoline,Midsize Car,7,27,35,30,6,No,292
CHEVROLET,Gasoline,pickup,7,19,21,20,4,No,453
CHEVROLET,Gasoline,pickup,7,19,22,20,4,No,446
CHEVROLET,Gasoline,pickup,7,19,21,20,4,No,453
CHEVROLET,Gasoline,pickup,7,19,22,20,4,No,446
CHEVROLET,Gasoline,pickup,7,18,21,19,4,No,459
CHEVROLET,Gasoline,pickup,7,18,21,19,4,No,462
CHEVROLET,Gasoline,pickup,7,18,21,19,4,No,459
CHEVROLET,Gasoline,pickup,7,18,21,19,4,No,462
CHEVROLET,Diesel,pickup,5,24,29,26,5,No,396
CHEVROLET,Diesel,pickup,5,24,29,26,5,No,396
CHEVROLET,Diesel,pickup,5,22,27,24,4,No,423
CHEVROLET,Diesel,pickup,5,22,27,24,4,No,425
CHEVROLET,Diesel,pickup,5,22,27,24,4,No,423
CHEVROLET,Diesel,pickup,5,22,27,24,4,No,425
CHEVROLET,Ethanol/Gas,pickup,5,12,15,13,4,No,472/496
CHEVROLET,Ethanol/Gas,pickup,5,12,15,13,4,No,472/496
CHEVROLET,Gasoline,pickup,6,16,20,18,4,No,500
CHEVROLET,Gasoline,pickup,6,17,21,19,4,No,478
CHEVROLET,Gasoline,special purpose,6,15,18,16,3,No,553
CHEVROLET,Gasoline,pickup,6,16,20,18,4,No,500
CHEVROLET,Gasoline,pickup,6,17,21,19,4,No,478
CHEVROLET,Gasoline,special purpose,6,15,18,16,3,No,553
CHEVROLET,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
CHEVROLET,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
CHEVROLET,Gasoline,pickup,6,15,19,17,3,No,535
CHEVROLET,Gasoline,pickup,6,16,20,17,3,No,523
CHEVROLET,Gasoline,special purpose,6,15,17,16,3,No,564
CHEVROLET,Gasoline,pickup,6,15,19,17,3,No,535
CHEVROLET,Gasoline,pickup,6,16,20,17,3,No,523
CHEVROLET,Gasoline,special purpose,6,15,17,16,3,No,564
CHEVROLET,Gasoline,pickup,6,16,20,17,3,No,513
CHEVROLET,Gasoline,pickup,6,16,20,17,3,No,513
CHEVROLET,Gasoline,pickup,7,17,18,17,3,No,512
CHEVROLET,Gasoline,pickup,7,17,18,17,3,No,512
CHEVROLET,Diesel,pickup,5,21,23,22,4,No,463
CHEVROLET,Diesel,pickup,5,21,23,22,4,No,463
CHEVROLET,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
CHEVROLET,Ethanol/Gas,pickup,5,11,14,12,3,No,512/524
CHEVROLET,Gasoline,pickup,6,15,18,16,3,No,552
CHEVROLET,Gasoline,pickup,6,15,19,16,3,No,555
CHEVROLET,Gasoline,pickup,6,15,18,16,3,No,552
CHEVROLET,Gasoline,pickup,6,15,19,16,3,No,555
CHEVROLET,Gasoline,pickup,6,14,18,16,3,No,567
CHEVROLET,Gasoline,pickup,6,14,18,16,3,No,567
CHEVROLET,Gasoline,pickup,6,14,17,15,2,No,585
CHEVROLET,Gasoline,pickup,6,14,17,15,2,No,585
CHEVROLET,Diesel,Standard SUV,3,21,27,23,4,No,442
CHEVROLET,Diesel,Standard SUV,3,21,27,23,4,No,442
CHEVROLET,Diesel,Standard SUV,3,20,26,22,4,No,462
CHEVROLET,Diesel,Standard SUV,3,20,26,22,4,No,462
CHEVROLET,Gasoline,Standard SUV,6,15,20,17,3,No,527
CHEVROLET,Gasoline,Standard SUV,6,15,20,17,3,No,527
CHEVROLET,Gasoline,Standard SUV,6,15,19,16,3,No,545
CHEVROLET,Gasoline,Standard SUV,6,15,19,16,3,No,545
CHEVROLET,Gasoline,Standard SUV,6,14,20,16,3,No,555
CHEVROLET,Gasoline,Standard SUV,6,14,20,16,3,No,555
CHEVROLET,Gasoline,Standard SUV,6,14,18,16,3,No,564
CHEVROLET,Gasoline,Standard SUV,6,14,18,16,3,No,564
CHEVROLET,Diesel,Standard SUV,3,21,28,24,4,No,428
CHEVROLET,Diesel,Standard SUV,3,21,28,24,4,No,428
CHEVROLET,Diesel,Standard SUV,3,20,26,22,4,No,462
CHEVROLET,Diesel,Standard SUV,3,20,26,22,4,No,462
CHEVROLET,Gasoline,Standard SUV,6,15,20,17,3,No,527
CHEVROLET,Gasoline,Standard SUV,6,15,20,17,3,No,527
CHEVROLET,Gasoline,Standard SUV,6,14,18,16,3,No,566
CHEVROLET,Gasoline,Standard SUV,6,15,20,17,3,No,527
CHEVROLET,Gasoline,Standard SUV,6,14,18,16,3,No,566
CHEVROLET,Gasoline,Standard SUV,6,15,20,17,3,No,527
CHEVROLET,Gasoline,Standard SUV,6,14,20,16,3,No,555
CHEVROLET,Gasoline,Standard SUV,6,14,20,16,3,No,555
CHEVROLET,Gasoline,Standard SUV,6,14,18,16,3,No,564
CHEVROLET,Gasoline,Standard SUV,6,14,18,16,3,No,564
CHEVROLET,Gasoline,Small SUV,7,29,31,30,6,No,296
CHEVROLET,Gasoline,Small SUV,7,29,31,30,6,No,296
CHEVROLET,Gasoline,Small SUV,7,26,30,28,6,No,320
CHEVROLET,Gasoline,Small SUV,7,26,30,28,6,No,320
CHEVROLET,Gasoline,Small SUV,7,29,33,31,6,No,290
CHEVROLET,Gasoline,Small SUV,7,29,33,31,6,No,290
CHEVROLET,Gasoline,Standard SUV,6,18,27,21,4,No,417
CHEVROLET,Gasoline,Standard SUV,6,18,27,21,4,No,417
CHEVROLET,Gasoline,Standard SUV,6,17,25,20,4,No,448
CHEVROLET,Gasoline,Standard SUV,6,17,25,20,4,No,448
CHRYSLER,Gasoline,Large Car,5,19,30,23,5,No,389
CHRYSLER,Gasoline,Large Car,5,19,30,23,5,No,389
CHRYSLER,Gasoline,Large Car,5,18,27,21,4,No,415
CHRYSLER,Gasoline,Large Car,5,18,27,21,4,No,415
CHRYSLER,Gasoline,Large Car,3,16,25,19,4,No,466
CHRYSLER,Gasoline,Large Car,3,16,25,19,4,No,466
CHRYSLER,Gasoline,Large Car,1,15,24,18,4,No,495
CHRYSLER,Gasoline,Large Car,1,15,24,18,4,No,495
CHRYSLER,Gasoline,minivan,7,19,28,22,5,No,401
CHRYSLER,Gasoline,minivan,7,19,28,22,5,No,401
CHRYSLER,Gasoline,minivan,7,17,25,20,4,No,450
CHRYSLER,Gasoline,minivan,7,17,25,20,4,No,450
CHRYSLER,Gasoline/Electricity,minivan,7,29,30,30,10,Yes,119
CHRYSLER,Gasoline/Electricity,minivan,7,29,30,30,10,Yes,119
CHRYSLER,Gasoline,minivan,7,19,28,22,5,No,401
CHRYSLER,Gasoline,minivan,7,19,28,22,5,No,401
CRUISE,Electricity,station wagon,10,64,68,66,10,Elite,0
CRUISE,Electricity,station wagon,10,64,68,66,10,Elite,0
DODGE,Gasoline,Midsize Car,5,19,30,23,5,No,389
DODGE,Gasoline,Midsize Car,5,19,30,23,5,No,389
DODGE,Gasoline,Midsize Car,5,18,27,21,4,No,415
DODGE,Gasoline,Midsize Car,5,18,27,21,4,No,415
DODGE,Gasoline,Midsize Car,3,16,25,19,4,No,466
DODGE,Gasoline,Midsize Car,3,16,25,19,4,No,466
DODGE,Gasoline,Midsize Car,1,15,23,18,4,No,494
DODGE,Gasoline,Midsize Car,1,15,23,18,4,No,494
DODGE,Gasoline,Midsize Car,1,15,24,18,4,No,495
DODGE,Gasoline,Midsize Car,1,15,24,18,4,No,495
DODGE,Gasoline,Midsize Car,1,14,23,17,3,No,523
DODGE,Gasoline,Midsize Car,1,14,23,17,3,No,523
DODGE,Gasoline,Midsize Car,1,13,22,16,3,No,546
DODGE,Gasoline,Midsize Car,1,13,22,16,3,No,546
DODGE,Gasoline,Midsize Car,1,13,21,15,2,No,572
DODGE,Gasoline,Midsize Car,1,13,21,15,2,No,572
DODGE,Gasoline,Midsize Car,1,15,24,18,4,No,495
DODGE,Gasoline,Midsize Car,1,15,24,18,4,No,495
DODGE,Gasoline,Midsize Car,1,14,23,17,3,No,523
DODGE,Gasoline,Midsize Car,1,14,23,17,3,No,523
DODGE,Gasoline,Large Car,5,19,30,23,5,No,389
DODGE,Gasoline,Large Car,5,19,30,23,5,No,389
DODGE,Gasoline,Large Car,5,18,27,21,4,No,415
DODGE,Gasoline,Large Car,5,18,27,21,4,No,415
DODGE,Gasoline,Large Car,3,16,25,19,4,No,466
DODGE,Gasoline,Large Car,3,16,25,19,4,No,466
DODGE,Gasoline,Large Car,1,15,24,18,4,No,495
DODGE,Gasoline,Large Car,1,15,24,18,4,No,495
DODGE,Gasoline,Large Car,1,12,21,15,2,No,592
DODGE,Gasoline,Large Car,1,12,21,15,2,No,592
DODGE,Gasoline,Large Car,1,15,24,18,4,No,495
DODGE,Gasoline,Large Car,1,15,24,18,4,No,495
DODGE,Gasoline,Standard SUV,7,19,26,21,4,No,416
DODGE,Gasoline,Standard SUV,7,19,26,21,4,No,416
DODGE,Gasoline,Standard SUV,7,18,25,21,4,No,430
DODGE,Gasoline,Standard SUV,7,18,25,21,4,No,430
DODGE,Gasoline,Standard SUV,5,14,22,17,3,No,525
DODGE,Gasoline,Standard SUV,5,14,22,17,3,No,525
DODGE,Gasoline,Standard SUV,5,14,22,17,3,No,533
DODGE,Gasoline,Standard SUV,5,14,22,17,3,No,533
DODGE,Gasoline,Standard SUV,1,12,17,13,1,No,659
DODGE,Gasoline,Standard SUV,1,12,17,13,1,No,659
DODGE,Gasoline,Standard SUV,1,13,19,15,2,No,584
DODGE,Gasoline,Standard SUV,1,13,19,15,2,No,584
DODGE,Gasoline,Small SUV,7,21,29,24,5,No,371
DODGE,Gasoline,Small SUV,7,21,29,24,5,No,371
FERRARI,Gasoline/Electricity,Small Car,6,16,22,18,5,No,398
FERRARI,Gasoline/Electricity,Small Car,6,16,22,18,5,No,398
FERRARI,Gasoline/Electricity,Small Car,6,15,21,18,5,No,404
FERRARI,Gasoline/Electricity,Small Car,6,15,21,18,5,No,404
FERRARI,Gasoline,Small Car,3,12,16,14,2,No,652
FERRARI,Gasoline,Small Car,3,12,16,14,2,No,652
FERRARI,Gasoline,Small Car,3,12,16,14,2,No,648
FERRARI,Gasoline,Small Car,3,12,16,14,2,No,648
FERRARI,Gasoline,Small Car,3,12,15,13,1,No,665
FERRARI,Gasoline,Small Car,3,12,15,13,1,No,665
FERRARI,Gasoline,Small Car,3,12,16,13,1,No,660
FERRARI,Gasoline,Small Car,3,12,16,13,1,No,660
FERRARI,Gasoline,Small Car,3,15,18,16,3,No,552
FERRARI,Gasoline,Small Car,3,15,18,16,3,No,552
FERRARI,Gasoline,Small Car,3,15,19,16,3,No,541
FERRARI,Gasoline,Small Car,3,15,19,16,3,No,541
FERRARI,Gasoline,Small Car,3,12,15,13,1,No,658
FERRARI,Gasoline,Small Car,3,12,15,13,1,No,658
FERRARI,Gasoline,Small Car,6,16,23,19,4,No,471
FERRARI,Gasoline,Small Car,6,16,23,19,4,No,471
FERRARI,Gasoline,Small Car,6,17,22,19,4,No,472
FERRARI,Gasoline,Small Car,6,17,22,19,4,No,472
FERRARI,Gasoline/Electricity,Small Car,3,16,19,17,5,No,413
FERRARI,Gasoline/Electricity,Small Car,3,16,19,17,5,No,413
FERRARI,Gasoline/Electricity,Small Car,3,16,20,18,5,No,403
FERRARI,Gasoline/Electricity,Small Car,3,16,20,18,5,No,403
FIAT,Gasoline,Small SUV,6,24,30,26,5,No,356
FIAT,Gasoline,Small SUV,6,24,30,26,5,No,356
FORD,Gasoline,Small SUV,5,20,21,20,4,No,440
FORD,Gasoline,Small SUV,5,20,21,20,4,No,440
FORD,Gasoline,Small SUV,5,20,21,20,4,No,439
FORD,Gasoline,Small SUV,5,20,21,20,4,No,439
FORD,Gasoline,Small SUV,6,19,21,20,4,No,454
FORD,Gasoline,Small SUV,6,19,21,20,4,No,454
FORD,Gasoline,Small SUV,5,16,17,17,3,No,523
FORD,Gasoline,Small SUV,5,16,17,17,3,No,523
FORD,Gasoline,Small SUV,5,17,17,17,3,No,523
FORD,Gasoline,Small SUV,5,17,17,17,3,No,523
FORD,Gasoline,Small SUV,6,17,17,17,3,No,530
FORD,Gasoline,Small SUV,6,17,17,17,3,No,530
FORD,Gasoline,Small SUV,5,16,18,17,3,No,523
FORD,Gasoline,Small SUV,5,16,18,17,3,No,523
FORD,Gasoline,Small SUV,5,18,18,18,4,No,494
FORD,Gasoline,Small SUV,5,18,18,18,4,No,494
FORD,Gasoline,Small SUV,6,18,18,18,4,No,494
FORD,Gasoline,Small SUV,6,18,18,18,4,No,494
FORD,Gasoline,Standard SUV,6,15,16,15,2,No,577
FORD,Gasoline,Standard SUV,6,15,16,15,2,No,577
FORD,Gasoline,Small SUV,5,16,18,17,3,No,523
FORD,Gasoline,Small SUV,5,16,18,17,3,No,523
FORD,Gasoline,Small SUV,5,18,17,18,4,No,494
FORD,Gasoline,Small SUV,5,18,17,18,4,No,494
FORD,Gasoline,Small SUV,6,17,17,17,3,No,531
FORD,Gasoline,Small SUV,6,17,17,17,3,No,531
FORD,Gasoline,Small SUV,7,25,28,26,5,No,342
FORD,Gasoline,Small SUV,7,25,28,26,5,No,342
FORD,Gasoline,Small SUV,6,21,26,23,5,No,387
FORD,Gasoline,Small SUV,6,21,26,23,5,No,387
FORD,Gasoline,Small SUV,6,21,28,23,5,No,380
FORD,Gasoline,Small SUV,6,21,28,23,5,No,380
FORD,Gasoline,Small SUV,6,20,28,23,5,No,382
FORD,Gasoline,Small SUV,5,19,25,21,4,No,421
FORD,Gasoline,Small SUV,5,19,25,21,4,No,421
FORD,Gasoline,Small SUV,7,27,34,30,6,No,299
FORD,Gasoline,Small SUV,7,27,34,30,6,No,299
FORD,Gasoline,Small SUV,7,26,32,28,6,No,317
FORD,Gasoline,Small SUV,7,26,32,28,6,No,317
FORD,Gasoline,Small SUV,7,23,31,26,5,No,340
FORD,Gasoline,Small SUV,7,23,31,26,5,No,340
FORD,Gasoline,Small SUV,8,42,36,39,7,Yes,225
FORD,Gasoline,Small SUV,8,42,36,39,7,Yes,225
FORD,Gasoline,Small SUV,8,42,36,39,7,Yes,225
FORD,Gasoline,Small SUV,8,42,36,39,7,Yes,225
FORD,Gasoline/Electricity,Small SUV,8,42,37,40,10,Yes,52
FORD,Gasoline/Electricity,Small SUV,8,42,37,40,10,Yes,52
FORD,Gasoline,Standard SUV,6,16,23,19,4,No,468
FORD,Gasoline,Standard SUV,6,17,23,19,4,No,462
FORD,Gasoline,Standard SUV,6,16,23,19,4,No,468
FORD,Gasoline,Standard SUV,6,17,23,19,4,No,462
FORD,Gasoline,Standard SUV,6,16,21,18,4,No,494
FORD,Gasoline,Standard SUV,6,16,22,18,4,No,484
FORD,Gasoline,Standard SUV,6,16,21,18,4,No,494
FORD,Gasoline,Standard SUV,6,16,22,18,4,No,484
FORD,Gasoline,Standard SUV,6,15,19,17,3,No,523
FORD,Gasoline,Standard SUV,6,16,19,17,3,No,523
FORD,Gasoline,Standard SUV,6,15,19,17,3,No,523
FORD,Gasoline,Standard SUV,6,16,19,17,3,No,523
FORD,Gasoline,Standard SUV,6,20,28,23,5,No,385
FORD,Gasoline,Standard SUV,6,21,28,24,5,No,370
FORD,Gasoline,Standard SUV,6,20,28,23,5,No,385
FORD,Gasoline,Standard SUV,6,21,28,24,5,No,370
FORD,Gasoline,Standard SUV,6,20,26,22,5,No,404
FORD,Gasoline,Standard SUV,6,20,27,23,5,No,387
FORD,Gasoline,Standard SUV,6,20,26,22,5,No,404
FORD,Gasoline,Standard SUV,6,20,27,23,5,No,387
FORD,Gasoline,Standard SUV,5,18,26,21,4,No,428
FORD,Gasoline,Standard SUV,5,18,26,21,4,No,428
FORD,Gasoline,Standard SUV,5,17,24,20,4,No,451
FORD,Gasoline,Standard SUV,5,18,24,20,4,No,444
FORD,Gasoline,Standard SUV,5,17,24,20,4,No,451
FORD,Gasoline,Standard SUV,5,18,24,20,4,No,444
FORD,Gasoline,Standard SUV,5,18,25,20,4,No,438
FORD,Gasoline,Standard SUV,5,18,25,20,4,No,438
FORD,Gasoline,Standard SUV,5,17,24,20,4,No,454
FORD,Gasoline,Standard SUV,5,18,24,20,4,No,445
FORD,Gasoline,Standard SUV,5,17,24,20,4,No,454
FORD,Gasoline,Standard SUV,5,18,24,20,4,No,445
FORD,Ethanol/Gas,Standard SUV,6,13,18,15,4,No,428/444
FORD,Ethanol/Gas,Standard SUV,6,13,18,15,4,No,428/444
FORD,Gasoline,Standard SUV,6,27,28,27,5,No,324
FORD,Gasoline,Standard SUV,6,27,28,27,5,No,324
FORD,Gasoline,Standard SUV,6,23,26,25,5,No,361
FORD,Gasoline,Standard SUV,6,23,26,25,5,No,361
FORD,Gasoline,Standard SUV,6,25,26,26,5,No,342
FORD,Gasoline,Standard SUV,6,25,26,26,5,No,342
FORD,Gasoline,Standard SUV,6,23,24,23,5,No,379
FORD,Gasoline,Standard SUV,6,23,24,23,5,No,379
FORD,Gasoline,Standard SUV,6,19,21,20,4,No,445
FORD,Gasoline,Standard SUV,6,19,22,21,4,No,433
FORD,Gasoline,Standard SUV,6,19,21,20,4,No,445
FORD,Gasoline,Standard SUV,6,19,22,21,4,No,433
FORD,Gasoline,pickup,6,18,25,21,4,No,431
FORD,Gasoline,pickup,6,20,26,22,5,No,405
FORD,Gasoline,pickup,6,18,25,21,4,No,431
FORD,Gasoline,pickup,6,20,26,22,5,No,405
FORD,Gasoline,pickup,6,17,23,20,4,No,451
FORD,Gasoline,pickup,6,18,24,20,4,No,435
FORD,Gasoline,pickup,6,17,23,20,4,No,451
FORD,Gasoline,pickup,6,18,24,20,4,No,435
FORD,Gasoline,pickup,6,18,24,21,4,No,432
FORD,Gasoline,pickup,6,18,24,21,4,No,432
FORD,Gasoline,pickup,6,17,23,19,4,No,470
FORD,Gasoline,pickup,6,18,23,20,4,No,451
FORD,Gasoline,pickup,6,17,23,19,4,No,470
FORD,Gasoline,pickup,6,18,23,20,4,No,451
FORD,Ethanol/Gas,pickup,6,13,19,15,4,No,401/443
FORD,Ethanol/Gas,pickup,6,14,18,16,4,No,399/423
FORD,Ethanol/Gas,pickup,6,13,19,15,4,No,401/443
FORD,Ethanol/Gas,pickup,6,14,18,16,4,No,399/423
FORD,Ethanol/Gas,pickup,6,14,18,15,4,No,408/444
FORD,Ethanol/Gas,pickup,6,14,18,15,4,No,408/444
FORD,Ethanol/Gas,pickup,5,12,18,14,4,No,445/465
FORD,Ethanol/Gas,pickup,5,12,19,15,4,No,421/453
FORD,Ethanol/Gas,pickup,5,12,18,14,4,No,445/465
FORD,Ethanol/Gas,pickup,5,12,19,15,4,No,421/453
FORD,Ethanol/Gas,pickup,5,12,17,14,4,No,450/495
FORD,Ethanol/Gas,pickup,5,12,17,14,4,No,439/468
FORD,Ethanol/Gas,pickup,5,12,17,14,4,No,450/495
FORD,Ethanol/Gas,pickup,5,12,17,14,4,No,439/468
FORD,Gasoline,pickup,6,25,25,25,5,No,352
FORD,Gasoline,pickup,6,25,25,25,5,No,352
FORD,Gasoline,pickup,6,23,23,23,5,No,381
FORD,Gasoline,pickup,6,23,23,23,5,No,381
FORD,Electricity,pickup,10,76,61,68,10,Elite,0
FORD,Electricity,pickup,10,76,61,68,10,Elite,0
FORD,Electricity,pickup,10,78,63,70,10,Elite,0
FORD,Electricity,pickup,10,78,63,70,10,Elite,0
FORD,Electricity,pickup,10,73,60,66,10,Elite,0
FORD,Electricity,pickup,10,73,60,66,10,Elite,0
FORD,Gasoline,pickup,6,14,18,15,2,No,593
FORD,Gasoline,pickup,6,15,18,16,3,No,553
FORD,Gasoline,pickup,6,14,18,15,2,No,593
FORD,Gasoline,pickup,6,15,18,16,3,No,553
FORD,Gasoline,pickup,6,14,16,15,2,No,596
FORD,Gasoline,pickup,6,15,16,15,2,No,578
FORD,Gasoline,pickup,6,14,16,15,2,No,596
FORD,Gasoline,pickup,6,15,16,15,2,No,578
FORD,Gasoline,pickup,3,10,15,12,1,No,741
FORD,Gasoline,pickup,3,10,15,12,1,No,741
FORD,Gasoline,pickup,6,16,20,18,4,No,497
FORD,Gasoline,pickup,6,16,20,18,4,No,501
FORD,Gasoline,pickup,6,16,20,18,4,No,497
FORD,Gasoline,pickup,6,16,20,18,4,No,501
FORD,Ethanol/Gas,pickup,5,11,16,13,3,No,489/518
FORD,Ethanol/Gas,pickup,5,12,16,13,3,No,475/516
FORD,Ethanol/Gas,pickup,5,11,16,13,3,No,489/518
FORD,Ethanol/Gas,pickup,5,12,16,13,3,No,475/516
FORD,Gasoline,pickup,6,23,30,25,5,No,355
FORD,Gasoline,pickup,6,23,30,25,5,No,355
FORD,Gasoline,pickup,6,22,28,24,5,No,370
FORD,Gasoline,pickup,6,22,28,24,5,No,370
FORD,Gasoline,pickup,7,40,33,37,7,Yes,240
FORD,Gasoline,pickup,7,40,33,37,7,Yes,240
FORD,Gasoline,pickup,6,20,24,21,4,No,414
FORD,Gasoline,pickup,6,20,24,21,4,No,414
FORD,Gasoline,Small Car,5,22,32,25,5,No,350
FORD,Gasoline,Small Car,5,22,32,25,5,No,350
FORD,Gasoline,Small Car,5,21,29,24,5,No,371
FORD,Gasoline,Small Car,5,21,29,24,5,No,371
FORD,Gasoline,Small Car,5,21,31,24,5,No,363
FORD,Gasoline,Small Car,5,21,31,24,5,No,363
FORD,Gasoline,Small Car,3,15,24,18,4,No,498
FORD,Gasoline,Small Car,3,15,24,18,4,No,498
FORD,Gasoline,Small Car,3,15,24,19,4,No,480
FORD,Gasoline,Small Car,3,15,24,19,4,No,480
FORD,Gasoline,Small Car,5,20,28,23,5,No,386
FORD,Gasoline,Small Car,5,20,28,23,5,No,386
FORD,Gasoline,Small Car,5,20,27,23,5,No,387
FORD,Gasoline,Small Car,5,20,27,23,5,No,387
FORD,Gasoline,Small Car,5,20,28,23,5,No,389
FORD,Gasoline,Small Car,5,20,28,23,5,No,389
FORD,Gasoline,Small Car,3,15,23,18,4,No,497
FORD,Gasoline,Small Car,3,15,23,18,4,No,497
